PROJECT_ID,RISK_ID,RISK_TREATMENT_ID,RISKOWNERDISCIPLINEID,RISKTREATMENTTYPEID,PROPOSED_RISK_TREATMENT,COST_IMPACT_RISK_TREATMENT,SCHEDULE_IMPACT_RISK_TREATMENT,RECOMMENDED_BY_PDT,IMPLEMENTED,LOCKSTATUS,EDITDATE
4158,5,1,18,2,"PM, Real Estate, Engineers, and NFS coordinate often to identify at which point all feel all feel certain real estate requirements won't change. Goal is to move this task to the left.",20000,60,0,0,0,7-Sep-23
4158,12,1,17,2,Continue to coordinate with DLNR to ensure funds are received within necessary timeframes.,2400000,0,0,0,0,8-Sep-23
4131,4,1,15,1,The study will conduct significant sensitivity analysis and multiport analysis to attempt to quantify the impacts of changes to the commodity and fleet forecast. Economics will present a range of benefits for multiple scenarios to assess risk to project selection and justification.,15000,60,0,0,0,8-Sep-23
4161,2,1,2,2,Careful selection of acquisition strategies to help mitigate impacts when supply chain issues occur.,10000,30,0,0,0,9-Sep-23
4162,2,1,13,4,"A project can be authorized, but not constructed until the site has been remediated. It is unclear at this point in the study whether any measures will ultimately be recommended in the Superfund site area.",0,0,0,1,0,12-Sep-23
4162,2,2,13,3,Make sure that the NSF is aware of any measures that cannot be constructed until the site is remediated.,0,0,1,0,0,12-Sep-23
4164,2,1,4,2,"involve respective resource providers to prioritize; ensure work acceptance procedures are followed for resource provider awareness and acceptance
",0,0,0,0,0,12-Sep-23
4164,4,1,13,6,"establish a position of deputy PM, acquire additional resources
",0,0,1,0,0,12-Sep-23
4164,6,1,13,1,"Work with the stakeholders early on in the process to insure all changes are incorporated into the scope; 
",0,0,0,0,0,12-Sep-23
4134,1,1,9,4,Test,1,1,0,0,0,13-Sep-23
4162,4,1,15,2,PDT will work to identify if there are depth-damage functions and occupancy types that can be used in Beach-fx and G2CRM to more accurately estimate damage to critical infrastructure.,1,1,0,1,0,12-Sep-23
4162,10,1,4,4,Use NACCS H&H data for G2CRM modeling.,0,0,0,1,0,12-Sep-23
4162,5,1,15,2,Carefully delineate the line between the areas covered by each model.,0,0,0,1,0,12-Sep-23
4162,12,1,16,4,Establish coordination and consultation with the NJ SHPO following NEPA and NHPA guidelines. Tolerate risk and proceed.,0,0,0,1,0,12-Sep-23
4162,14,1,16,4,Identified CBRA sites using USFWS data.,0,0,0,1,0,12-Sep-23
4162,5,2,15,2,Use lessons learned from previous applications of each model to inform best practices.,0,0,0,1,0,12-Sep-23
4211,3,1,16,2,Early data collection and coordination with federal and state agencies as well as surveys if needed.,0,0,0,0,0,5-Oct-23
4164,1,1,13,4,Work with sponsor to accept that USACE cannot complete all products at once. ,0,0,0,0,0,12-Sep-23
4164,3,1,4,2,"involve respective resource providers to analyze priorities and alternatives (shift resources, OT, etc) or to request out-of-District resources
",0,0,0,0,0,12-Sep-23
4164,3,2,4,2,"involve respective resource providers to analyze priorities and alternatives (shift resources, OT, etc) or to request out-of-District resources
",0,0,0,0,0,12-Sep-23
3431,6,1,15,4,PDT will work to identify if there are depth-damage functions and occupancy types that can be used in Beach-fx and G2CRM to more accurately estimate damage to critical infrastructure.,0,0,0,0,0,13-Sep-23
4162,16,1,17,5,3x3x3 Waiver Exemption request.,2700000,963,0,1,0,12-Sep-23
4211,6,1,4,1,"Early modeling of all feasible plans. Screening of any plan that show negative impacts.
",0,0,0,0,0,5-Oct-23
3431,3,1,14,4,Tolerate risk and proceed.,0,0,0,0,0,13-Sep-23
3431,5,1,15,4,"Tolerate risk and proceed.  New damage evaluation and cost estimates will be completed after the AMM.
",0,0,0,0,0,13-Sep-23
3431,4,1,15,4,"Tolerate risk and proceed. More detailed costs will be used to select TSP.
",0,0,0,0,0,13-Sep-23
3431,7,1,15,4,Carefully delineate the line between the areas covered by each model.  Use lessons learned from previous applications of each model to inform best practices.,0,0,0,0,0,13-Sep-23
3431,11,1,4,4,"Perform geotechnical exploration during the Feasibility Phase. This would increase costs and go beyond the 3x3 funding parameters.
",0,0,0,0,0,14-Sep-23
4166,6,1,17,2,"Mitigate - improve cost data through design maturity, communicate project needs to stakeholders.
",0,0,0,0,0,15-Sep-23
3431,12,1,4,4,"Perform S-Beach and Beach-fx modeling to determine enhanced beach geometries and profiles and derive total volume of sand required., Begin reconnaissance level surveys for sand sources.
",0,0,0,0,0,18-Sep-23
3431,14,1,4,4,"Ensure that surge barrier design incorporates as many openings as practicable to reduce sediment trapping effect.
",0,0,0,0,0,18-Sep-23
3431,15,1,4,4,"Applying a factor of safety based on potential increases in storm intensity and frequency could reduce flood risk but at a higher project cost. Study schedule and cost would increase beyond 3x3x3 to accommodate further study and potential changes to design.
",0,0,0,0,0,18-Sep-23
3431,16,1,9,4,"Complete analyses as able within the time and funding constraints of the feasibility study.
",0,0,0,0,0,18-Sep-23
3431,17,1,9,4,"Hire local AE firm to conduct soil borings, consult existing data, collect survey data.
",0,0,0,0,0,18-Sep-23
3431,18,1,9,4,"Conduct detailed field explorations (surveys, geotech, etc.) in PED.
",0,0,0,0,0,18-Sep-23
3431,1,1,12,4,"Plans are already underway to incorporate the naval facilities.
",0,0,0,0,0,18-Sep-23
3431,20,1,9,4,"Assume worst-case design parameters based on existing information.
",0,0,0,0,0,18-Sep-23
3431,21,1,9,4,"Have a discussion of possibility of construction phasing as early as possible.
",0,0,0,0,0,18-Sep-23
3431,22,1,4,4,"Use adaptive O&M strategy to reduce initial construction design and cost where possible.
",0,0,0,0,0,18-Sep-23
3431,23,1,16,4,"Ensure vertical team alignment on strategy to address environmental compliance requirements., Conduct a hydrodynamic modelling study, benthic resource surveys, and marsh degradation modeling to understand and identify the impacts of surge barriers on water quality, sediment transport, and benthic resources.  Coordinate scopes of work for these studies with resource agencies to ensure information collected is sufficient to complete consultation packages. This modeling and analysis is included in the SOW and Budget in the PMP and the total estimated cost is $600K.
",0,0,0,0,0,18-Sep-23
3431,24,1,16,4,"Mimimize impacts to the greatest extent possible during the feasibility study phase and during PED phase in an effort to minimize mitigation requirements.  Coordinate early with resource agencies regarding potential mitigation options.
",0,0,0,0,0,18-Sep-23
3431,25,1,16,4,"Ensure widest dissemination of material during scoping and public commenting opportunities.  Ensure frequent and transparent communication with the non-federal sponsor concerning these issues.
",0,0,0,0,0,18-Sep-23
3431,26,1,16,1,"Conduct the hydrodynamic modelling efforts during feasibility study phase and with as much design information as possible to more accurately understand potential water quality impacts associated with proposed surge barriers.
",0,0,0,0,0,18-Sep-23
3431,27,1,17,4,"Apply lessons learned from previous CSRM studies, ensure that the scope, budget, and schedule developed prior to the AMM includes all known requirements.
",0,0,0,0,0,18-Sep-23
3431,29,1,12,4,"Maintain frequent communication with all stakeholders.
",0,0,0,0,0,18-Sep-23
3431,30,1,13,4,"Complete a sensitivity analysis after the TSP milestone and reformulate the recommended plan if necessary. Maintain coordination with the CPR CoP throughout the study and document their concurrence with the SLC strategy for the study in a white paper.
",0,0,0,0,0,18-Sep-23
3431,31,1,13,4,"Tolerate the risk and proceed.
",0,0,0,0,0,18-Sep-23
3431,32,1,13,4,"Tolerate risk and proceed. Try to find an example of another civil works study that was completed with a federal study associated with it so lessons learned can be applied to this study effort.
",0,0,0,0,0,18-Sep-23
3431,33,1,13,4,"Tolerate the risk and proceed.
",0,0,0,0,0,18-Sep-23
4171,3,1,17,2,Early coordination with Sponsor to request necessary information for the US FWS review,0,0,0,0,0,18-Sep-23
4211,9,1,9,2,"Design for flood events and resiliency. Construct temporary bank stabilization to reduce erosion potential until project construction.
",0,0,0,0,0,5-Oct-23
4211,4,1,12,2,"Good communication and transition to new leadership.
",0,0,0,0,0,5-Oct-23
4211,5,1,16,2,"Early data collection and coordination with federal and state agencies as well as surveys if needed.
",0,0,0,0,0,5-Oct-23
4211,7,1,12,2,"Early coordination and transparency
",0,0,0,0,0,5-Oct-23
4211,8,1,12,2,"Good communication with sponsor to ensure PDT is aware of any funding shortages.
",0,0,0,0,0,5-Oct-23
2065,9,1,13,1,Corps to include Kelly Logan in monthly meetings to allow NMFS to provide environmental input as the Corps moves forward with the plan formulation process and receives the input from the Ship Simulation modeling.  This involvement will allow NMFS to make recommendations to be considered as project moves forward. Staff engagement is key.  Public/agency comments received relevant to ESA resources during the review of the draft EIS will be shared with NMFS to help inform NFMS BO decision making process.,10000,0,0,0,0,25-Aug-23
2065,9,2,13,1,Holding summit to discuss using the 2013 baseline data. May need additional survey efforts or analysis to complement existing data.,5000,0,0,0,0,25-Aug-23
2065,9,3,13,1,Initiate the process for new coral surveys.,60000,28,0,0,0,25-Aug-23
2065,9,4,13,1,PD-E working with Drew to formulate area for .5cm of sedimentation impact to more accurately determine indirect effect to coral.,5000,0,0,0,0,25-Aug-23
3451,1,1,13,2,The PDT is focusing on completing the evaluation of this high risk item to reduce potential slippage of scope budget and schedule. It is unlikely that the dam and detention basin alternative would move forward to the TSP.,100000,60,1,0,0,28-Aug-23
4135,2,1,9,2,Team is collecting limited survey to help refine quantities. The project measures will use conservative values to establish cost and quantities for the TSP. Analysis of the difference between the current and historic survey information will help reduce risk. ,25000,0,1,1,0,6-Sep-23
4156,5,1,17,1,Early coordination with Sponsor to request necessary information for the US FWS review.,0,0,0,0,0,6-Sep-23
4156,3,1,17,1,Frequent communication with Sponsor to promote understanding of next steps of the project and requirements to bid construction contract,0,0,0,0,0,6-Sep-23
4156,7,1,17,1,Frequent communication with Sponsor to promote understanding of extended timeline required for claiming LERRDs crediting.,0,0,0,0,0,6-Sep-23
4135,4,1,11,1,"Working with H&H and Forester, we will design the project to an elevation that will allow us to achieve successful vegetation.",0,0,1,1,0,6-Sep-23
4154,5,1,2,1,Ensure we have an refined SOW and Cost estimate,10000,15,1,0,0,7-Sep-23
4158,9,1,16,2,"Coordination with DLNR underway, will confirm assumptions  that ""local permits"" are not critical path",0,0,0,0,0,7-Sep-23
3431,10,1,2,4,"Tolerate risk and proceed.
",0,0,0,0,0,14-Sep-23
4171,1,1,17,2,Frequent communication with Sponsor to promote understanding of next steps of the project,0,0,0,0,0,18-Sep-23
4133,2,1,16,6,Further stress to the NFS the risks associated with mitigation of the western levee. Further avoidance of any other additional mitigation. ,1,1,1,0,0,14-Sep-23
3431,19,1,9,4,"Conduct a detailed sand search investigation. Coordinate with the competing interests to minimize waste in the borrow areas. Utilize industry best practices in implementation to reduce the risk of leaving a borrow area with an unusable amount of sand.
",0,0,0,0,0,18-Sep-23
4171,2,1,17,2,Frequent communication with sponsor to understand Sponsor's time to begin design or construction work,0,0,0,0,0,18-Sep-23
4171,4,1,17,4,Frequent communication with sponsor to understand Sponsor's time to source additional funding or required materials,0,0,0,0,0,18-Sep-23
4171,5,1,17,1,Communicate with sponsor to promote understanding of steps required for a PPA Amendment. Encourage in-scope change.,0,0,0,0,0,18-Sep-23
4171,6,1,17,1,Frequent communication with USACE employees to promote understanding of project's current budget. Possibly reduce Sponsor's reimbursement ,0,0,0,0,0,18-Sep-23
4133,3,1,18,4,"Accept risk, perform surveys to identify utilities in area, move forward. ",1,1,0,0,0,18-Sep-23
4133,4,1,18,4,Accept and refine design to eliminate contingency requirements.,1,1,0,0,0,18-Sep-23
4133,5,1,18,1,Avoid mitigation plans that include acquisition of real estate. ,1,1,0,0,0,18-Sep-23
4133,6,1,18,2,Perform deed restrictions and coordination when necessary. ,1,1,0,0,0,18-Sep-23
4133,8,1,18,4,accept and take necessary steps. ,1,1,0,0,0,18-Sep-23
4133,9,1,18,2,"In cases where ROE cannot be secured attempt to access surrounding parcels, work around the refusals when we can and pursue NFS condemnation when not possible. ",1,1,0,0,0,18-Sep-23
4133,10,1,18,1,Avoid condemnation whenever possible. ,1,1,0,0,0,18-Sep-23
4173,2,1,17,2,Frequent communication with Sponsor to promote understanding of next steps of the project and requirements to bid construction contract,0,0,0,0,0,20-Sep-23
4134,3,1,18,1,Best to avoid HTRW if at all possible.,0,0,1,0,0,19-Sep-23
4134,2,1,18,2,"Have cost in contingency to alleviate cost discrepancy, if any.",0,0,0,0,0,19-Sep-23
4134,4,1,18,1,Avoiding impacts due to cultural will keep schedule and cost on track.,0,0,1,0,0,19-Sep-23
4133,1,1,9,1,test,1,1,0,0,0,12-Sep-23
4173,3,1,17,2,Frequent communication with sponsor to understand Sponsor's time to begin design or construction work,0,0,0,0,0,20-Sep-23
4173,4,1,17,2,Early coordination with Sponsor to request necessary information for the US FWS review,0,0,0,0,0,20-Sep-23
4173,5,1,17,2,Frequent communication with sponsor to understand Sponsor's time to source additional funding or required materials,0,0,0,0,0,20-Sep-23
4173,7,1,17,2,Frequent communication with USACE employees to promote understanding of project's current budget. Possibly reduce Sponsor's reimbursement,0,0,0,0,0,20-Sep-23
4191,2,1,9,4,"Although there may have to be multiple PACRs, this PACR is necessary for CEPP implementation. ",1500000,1825,1,0,0,26-Sep-23
3992,4,1,13,2,Minimalist alternatives were developed to try to identify low cost alternatives that still provide benefit. ROM costs assumed liberal estimates of bedrock extent and based on historic surveys.,0,0,0,1,0,28-Sep-23
4012,9,1,13,4,Standard alternative evaluation procedures will be used. ,1,1,0,0,0,29-Sep-23
3911,42,1,14,2,suggest that cultural resources surveys be undertaking immediately upon the start of the PED phase to minimize the impact to the overall schedule.,0,0,0,1,0,30-Aug-23
4135,1,1,17,4,This is an unavoidable option that would require termination of the project.,550000,300,0,0,0,1-Sep-23
3994,7,1,17,2,Frequent communication with Sponsor to promote understanding of next steps of the project and requirements to bid construction contract,1,1,0,0,0,1-Sep-23
3994,5,1,17,1,"
Communicate with sponsor to promote understanding and requirement of a FONSI. ensure all steps are met prior to moving forward.",0,0,0,0,0,5-Sep-23
4158,1,1,4,1,"Avoid ""additional work"" areas for dredging if non-beach suitable material is found.",20000,90,1,0,0,7-Sep-23
4158,1,2,4,4,"If material within the federal channel is not suitable for ocean dumping, the beneficial use effort may be terminated. Within the O&M chain, funds would be requested to account for the need to dispose of dredged material upland.",5000000,365,0,0,0,7-Sep-23
4173,6,1,17,1,Communicate with sponsor to promote understanding of steps required for a PPA Amendment. Encourage in-scope change.,0,0,0,0,0,20-Sep-23
4135,5,1,16,6,"Include some topographic diversity, increased design elevations, and other design features as needed for contingency to a flood event. This response would allow for multiple habitat sources for fish and wildlife species.",50000,15,0,0,0,29-Sep-23
4135,5,2,16,4,Accept that major flooding impacts (unmodeled) may occur on the project footprint and communicate potential outcomes with the Sponsor.,0,0,1,0,0,29-Sep-23
4135,5,3,16,4,"Continue to model site conditions without additional data or flooding models (H&H), assuming for normal flood years across all alternatives. ",0,0,1,0,0,29-Sep-23
3931,2,1,17,2,Meet with city - design charrette to find opportunities to improve the flood protection and reduce costs between Johnson Drive and where the creek crosses under Merriam Drive. Similiar response to NED plan change response.,0,0,1,0,0,2-Oct-23
3931,23,1,3,2,Phase 1 drilling early in project will provide more subsurface infomration to better inform ground improvement needs and associated costs.,0,0,1,0,0,2-Oct-23
3931,3,1,17,2,"H&H review feasibility study detention recommendation, review current requirements, and validate assumptions to minimize risk that recommended plan is inadequate.",0,0,1,0,0,2-Oct-23
3931,63,1,2,4,Accept cost engineering assumptions related to inflation in total project cost estimates. Routinely update estimates to stay current on estimated costs. ,0,0,1,0,0,2-Oct-23
3931,62,1,17,2,Account for extra time in schedule needed for changes in engineering support. ,0,0,1,0,0,2-Oct-23
3931,61,1,12,2,Continue to maintain relationship with city and other stakeholders. City will work with community to communicate the project objectives and work to resolve concerns and conflicts to maximize buy-in of the community. USACE will look for opportunities for the project to align with the city's development interests.,0,0,1,0,0,2-Oct-23
3931,26,1,3,2,During cost estimate update review this assumption and verify if this is feasible and adjust cost as necessary. Consider if we want to identify an adequate borrow source for this contract. ,0,0,1,0,0,2-Oct-23
3931,29,1,18,2,Got utility information via the topo survey early in design. Now the boundary survey is starting so that PDT can review utility easements early in design. ,0,0,1,0,0,2-Oct-23
3931,65,1,4,2,Update the climate assessment from the FS appendix  to be consistent with the latest guidance and/or tools. There are some small-scale study templates and review checklists (in the  review guide)that can be used. ,0,0,1,0,0,2-Oct-23
3931,66,1,4,2,Consider necessary resilience measures early in design. ,0,0,1,0,0,2-Oct-23
4153,2,1,5,2,Build in a facility validation test into the contract to ensure the pump station functions as intended upon construction completion.,5000,7,1,0,0,2-Oct-23
3931,42,1,21,2,Accounted for in cost estimate and schedule. PDT can review survey and recommend additional investigations where needed to further identify unknowns.,0,0,1,0,0,2-Oct-23
3931,56,1,1,4,Accept and attempt to account for in cost estimate by routine TPCS updates.,0,0,1,0,0,2-Oct-23
3931,32,1,18,2,Account for 2 years for Real Estate acquisition to account for condemnation. Identify early properties that may result in condemnation and start those acquisitions earlier if possible.,0,0,1,0,0,2-Oct-23
4153,3,1,18,1,Secure all RE documentation required to outline the limits of project design and avoid any potential for construction disruption in the future. ,2000,30,1,0,0,2-Oct-23
4231,1,1,2,4,Delay project until sufficient funding for the phase has been secured. Turn off all labor codes for PDT members to avoid government spending while project is on hold. ,100000,365,0,0,0,2-Oct-23
4231,1,2,2,3,"If funding is denied and future funding is unlikely, offer to hand over the project to the sponsor for construction without USACE holding up the effort. Work with NFS to ID cost sharing work done to date.",8600000,60,0,0,0,2-Oct-23
4231,2,1,14,2,Ensure a cultural rep is on site to observe construction near culturally sensitive areas at risk to avoid unnecessary halts or to prevent violations and fines,10000,30,1,0,0,2-Oct-23
4165,1,1,22,4,"The team accepts this risk, as it is dependent on year to year Congressional appropriations. ",93500000,300,0,0,0,3-Oct-23
4074,1,1,12,4,Optimization was deemed necessary by USACE management and NFS in order to have a commonly defined scope for the recommended plan.,640000,150,1,0,0,3-Oct-23
4012,12,1,17,4,Once the study is closer to a TSP the PDT will have a better understanding on the need for a level 3 cost estimate. ,1,1,0,0,0,4-Oct-23
4012,10,1,13,4,"Once their is a better understanding of the recommended plan, the schedule and budget can be adjusted accordingly. ",1,1,0,0,0,4-Oct-23
4235,1,1,16,2,This risk will be mitigated by completing an Archeological survey of the entire study site early in the project.,50000,90,1,1,0,4-Oct-23
3811,3,1,4,2,More weight is given to alternatives in deeper waters with little or no need for future dredging.,0,0,1,1,0,25-Aug-23
3451,9,1,18,2,"Tunnel Diversion was screened during the evaluation in early January 2023; not cost effective, issues with constructability through overburdened areas, real estate challenges, and issues with existing utilities and infrastructure.",0,0,0,1,0,28-Aug-23
4132,3,1,17,4,"Frequent communication with sponsor to understand Sponsor's time to begin design or construction work

",0,0,0,0,0,31-Aug-23
4158,7,1,16,2,Proactive and regular communications with DOH.,15000,0,0,0,0,7-Sep-23
4131,2,1,20,2,Implement a robust public outreach to help better inform the public to minimize misinformation/misunderstanding ,0,0,1,0,0,1-Sep-23
3994,2,1,17,2,"
Communicate with sponsor to promote understanding of steps required for a PPA Amendment. Encourage in-scope change.",0,0,0,0,0,5-Sep-23
4135,3,1,3,2,We will accept the risk during Feasibility and gather more data during design. ,0,0,1,0,0,6-Sep-23
4158,10,1,4,4,"Based of Sediment Sampling results, the team will have to reassess the entire project if fine sediment is not suitable for ocean disposal.",2000000,120,0,0,0,7-Sep-23
4158,4,1,17,1,Coordinate with contracting to allow for work within favorably seasons and allow contingency to address potential need for time delays due to weather/environmental issues.,300000,180,0,0,0,7-Sep-23
3544,21,1,16,4,Adaptive Management and Monitoring would .... ,0,0,0,1,0,12-Sep-23
3931,12,1,3,2,Phase 1 drilling early in project will provide more subsurface information to better inform ground improvement needs and associated costs.,0,0,1,0,0,2-Oct-23
4131,3,1,15,5,The data need has been escalated to the DDNPCX Technical Director and the District Vertical Team to help stress the importance of this data and the need to receive it ASAP. The study team is doing as much work in advance of receiving this data as possible.,1,1,0,0,0,8-Sep-23
3431,9,1,2,4,"Tolerate risk and proceed.
",0,0,0,0,0,14-Sep-23
3431,13,1,4,4,"Consult EN center of expertise and work closely with economists to rapidly identify model inputs and requirements.
",0,0,0,0,0,18-Sep-23
4131,3,2,15,1,"the study could use data from the original feasibility report to make a plan selection. However, this data and the forecast that was developed using this data has significantly overstated traffic volumes in the Port. use of this data will likely overstate benefits and could lead to a significantly larger plan selection than is economically justified.",1,1,0,0,0,8-Sep-23
4131,3,3,15,2,"The study will move forward with the data available as of 9/14/2023 to complete a preliminary commodity forecast, fleet forecast, and benefits model. Additional information may be incorporated at a later date. However, the project will likely not include additional throughput tonnage in the commodity forecast without evidence that this trade is likely. This may result in a lower benefit estimate.",1,5,1,1,0,21-Sep-23
3931,1,1,17,2,Meet with City - design charrette to go over areas to improve to meet FEMA requirements. Possibly meet with FEMA to better understand criteria.,120000,45,1,0,0,2-Oct-23
3931,38,1,21,4,Accept risk and to minimize keep construction on schedule.,0,0,1,0,0,2-Oct-23
3931,64,1,2,4,Accept and account for in routine updates to total project cost estimates. ,0,0,1,0,0,2-Oct-23
3931,60,1,17,4,Risk is very low since we have adequate funds to complete design.,0,0,1,0,0,2-Oct-23
3931,41,1,21,2,Coordinate with sponsor for some city property for staging purposes. Currently city property is near the project that could be used for staging. Need to coordinate to see if it will be available for this construction contract. ,0,0,1,0,0,2-Oct-23
4073,4,1,13,2,"Have planning charette/workshops/meetings.
Include groups into the PDT, agencies equally invested in successful project.",0,0,1,1,0,4-Oct-23
4073,4,2,13,2,Get feedback from PDT at weekly meetings,0,0,1,1,0,4-Oct-23
4073,4,3,13,2,Gather existing data/reports.,0,0,1,1,0,4-Oct-23
4073,5,1,4,2,"Coordinate with GLO and the AE team. This will keep us informed, but we still have no option to adjust their schedule. Same with other current studies.",0,0,1,0,0,4-Oct-23
4073,5,2,4,2,"Team will continue to use best existing data (BLE, TWDB Flood Quilt, and FIRMs) to develop the initial strategies and refine as new information becomes available.",0,0,1,0,0,4-Oct-23
4073,6,1,16,2,"Resource agencies may have input on the activities occurring at the border that may be impacting ecosystems on the U.S. side of the border.
Implement option number one as it is in scope, schedule and budget of the project.",0,0,1,0,0,4-Oct-23
4073,6,2,16,2,Engage international delegations to speak to agencies on the U.S. Mexico side to better understand the challenges and efforts being undertaken in Mexico.,0,0,0,0,0,4-Oct-23
4073,7,1,16,2,Utilize existing climate change models and data to inform future watershed plans.,0,0,1,0,0,4-Oct-23
4073,7,2,16,2,Identify and design projects to be resilient against climate change.,0,0,1,0,0,4-Oct-23
4073,8,1,16,4,Rely on all available exiting data and assume priorities and needs of natural resources and ER have not changed since publication,0,0,1,0,0,4-Oct-23
4073,8,2,16,2,Attempt to effectively schedule longer meetings so that more can be accomplished with fewer interrupted days.,0,0,1,0,0,4-Oct-23
4073,8,3,16,2,Provide more time to complete tasks required to get to Shared Vision Milestone.,0,0,1,1,0,4-Oct-23
4073,9,1,15,4,VT Alignment meetings,0,0,1,1,0,4-Oct-23
4073,9,2,15,4,Estimate subject to change once project underway,0,0,0,0,0,4-Oct-23
4073,10,1,15,2,"Maintain positive trusting relationships with local entities, using creative approaches (""think outside the box""). Use qualitative methods in lieu of quantitative if necessary.",0,0,1,0,0,4-Oct-23
4073,11,1,14,2,Background investigation,0,0,1,0,0,4-Oct-23
4073,11,2,14,2,Consultation with SHPO and Tribes,0,0,1,0,0,4-Oct-23
4073,11,3,14,2,Cultural resource survey in study area.,0,0,0,0,0,4-Oct-23
4073,12,1,17,2,inform sponsor when requesting Federal funding,0,0,1,0,0,4-Oct-23
4211,10,1,15,1,"Early coordination with sponsor with description of features to be claimed and assurance of understanding of WIK processes.
",0,0,0,0,0,10-Oct-23
4133,7,1,18,4,Accept either real estate requirements will change or mitigation will occur should culturally significant sites be identified. ,1,1,0,0,0,18-Sep-23
4073,12,2,17,2,Incorporate potential delays for funds,0,0,1,0,0,4-Oct-23
4073,12,3,17,2,"Once sponsor has provided proof that funds have been sent, allow PDT to use Federal portion prior to arrival of NFS funding",0,0,1,0,0,4-Oct-23
4073,13,1,17,2,"Continue coordination and collaboration with State and Federal partners.
",0,0,1,0,0,4-Oct-23
4073,13,2,17,2,The study has increased the duration to 5 yeas that will allow for any potential schedule slip from State and Federal Partners.,0,0,1,1,0,4-Oct-23
4073,1,1,13,2,"Have a planning charette to have entire PDT, VT, and NFS help define the project scope. ",0,0,1,1,0,4-Oct-23
4073,1,2,13,2,Get feedback from PDT at weekly meetings.,0,0,1,1,0,4-Oct-23
4073,1,3,13,2,Gather existing data/reports to help shape the scope,0,0,1,1,0,4-Oct-23
4073,3,1,13,2,A Vertical Team Alignment Memo will be adopted that aligns scope and schedule for the study between the PDT and VT.,0,0,1,1,0,4-Oct-23
4073,3,2,13,2,Regularly Scheduled IPR meetings,0,0,1,0,0,4-Oct-23
4073,3,3,13,2,"Planning Charette to get buy-in for problems, alternatives, schedule, and scope",0,0,1,1,0,4-Oct-23
4073,2,1,17,2,Meet with Sponsor to define scopes/roles,0,0,1,1,0,4-Oct-23
4073,2,2,17,2,Get feedback from PDT at weekly meetings,0,0,1,1,0,4-Oct-23
4073,2,3,17,2,Gather existing data/reports.,0,0,1,1,0,4-Oct-23
3451,10,1,3,2,Proposing borings and site surveys during PED,200000,0,1,0,0,5-Oct-23
3451,13,1,4,2,Conduct topographic survey during PED to confirm site conditions prior to commencing detailed designs. ,150000,0,1,0,0,5-Oct-23
4211,11,1,21,2,"Keep project on schedule and keep contingency for implementation in the event that construction is delayed.
",0,0,0,0,0,10-Oct-23
4551,1,1,18,5,If not obtained in a timely manner then will need to escalate to branch chief to get ROE/ROW obtained. ,0,14,0,0,0,2-Jan-24
4211,1,1,3,2,Early data collection with borings.,0,0,0,0,0,5-Oct-23
4551,2,1,16,5,"If determination is made that additional certifications are needed, then they need to be obtained. If they are not will escalate to get them expeditiously obtained. ",12000,30,0,0,0,2-Jan-24
4211,2,1,14,2,Early coordination with tribes and SHPO.,0,0,0,0,0,5-Oct-23
3431,38,1,18,4,"During the appraisal cost estimate the appraiser will conduct a site visit.  The appraiser will not be able to inspect all the properties.  But a sample of parcels will be inspected.
",0,0,0,0,0,18-Sep-23
3431,35,1,18,4,"Early communication with community and property owners to help shape their opinions regarding the project.
",0,0,0,0,0,18-Sep-23
3431,34,1,18,4,"Early communication with community and property owners to help shape their opinions regarding the project.
",0,0,0,0,0,18-Sep-23
3431,36,1,18,4,"Communication with PDT to validate project footprint when any changes occur.
",0,0,0,0,0,18-Sep-23
3431,37,1,18,4,"Try contacting private utility providers and work with NFS to obtain better utility/facility information.
",0,0,0,0,0,18-Sep-23
3431,37,2,18,2,With additional coordination between RE and Engineering in feasibility we should be able to mitigate this risk significantly. With more detailed survey and utility information we can provide a much more robust utility/facility relocation plan. ,0,0,0,0,0,11-Oct-23
4012,7,1,13,4,Accept that there is schedule/cost risk since the analysis must drive the decision to move forward with flood pool reallocation or not. ,0,0,1,0,0,12-Sep-23
4012,7,2,13,4,The SQRA effort will inform the PDT about the viability of flood pool reallocation and if a waiver would be required. The District will have time to incorporate any DSOG waiver activities into the schedule ,1,1,0,0,0,11-Oct-23
4012,8,1,16,4,Continued coordination with USFWS and tracking the schedule closely for the CAR will ensure that required compliance documents are completed within schedule,1,1,1,0,0,29-Sep-23
4234,1,1,9,1,The PDT will perform a environmental site assessment to ensure that no areas of the planned project will be affected by HTRW sites. ,1200,20,0,0,0,12-Oct-23
4012,11,1,13,4,Accept that two public meetings are sufficient for the current study risks. ,1,1,0,0,0,11-Oct-23
2847,9,1,13,1,Exclude the area in the Model Lands that contains the mitigation bank from the study area (not possible without a barrier).,0,0,0,0,0,17-Oct-23
4031,7,1,17,2,"1) Gather examples of other NED waivers 2) Provide evidence of the other accounts to balance out the negative BCR. 3)Attempt to formulate alternatives with positive BCR
",0,0,0,0,0,13-Oct-23
2847,8,1,13,1,Forgo attempt to link models and only use RSM to estimate nearshore salinity. ,0,0,0,0,0,17-Oct-23
2847,9,2,13,4,Allow ancillary benefits to the mitigation bank.,0,0,0,0,0,17-Oct-23
2847,10,1,13,4,Consider a multitude of targets for all PMs that would benefit many flora and fauna species in the natural areas.,5000,0,0,0,0,17-Oct-23
