RISK_ID,RISK_IDENTIFIER,PROJECT_ID,PROJECT_NAME,USACE_ORGANIZATION,P2_PROGRAM_CODE,P2_NUMBER,DISTRICT_CODE,RISK_NAME,RISKCATEGORY,RISKCATEGORYID,RISK_STATEMENT,PROB_OCCURRENCE,LIKELIHOOD,LIKELIHOOD_DESC,PROB_OCCURRENCE_EVIDENCE,OCCURRENCECONFIDENCEID,RISKOWNERDISCIPLINEID,DISCIPLINE,DISCIPLINE_ACRONYM,RISKMANAGERID,RISK_MANAGER,PERFORMANCEIMPACTTYPEID,PERFORMANCEIMPACT,PERFORMANCEIMPACT_DESC,PERFORMANCEIMPACT_IMPCT,PERFORMANCE_IMPACT_DESC,PERFORMANCEIMPACT_RISK_RANKING,PERFORMANCE_RANK_DESC,COST_IMPACT_LOWEST,COST_IMPACT_MOSTLIKELY,COST_IMPACT_HIGHEST,COST_IMPACT_EVIDENCE,COST_RISK_RANKING,COST_RANK_DESC,SCHEDULE_IMPACT_LOWEST,SCHEDULE_IMPACT_MOSTLIKELY,SCHEDULE_IMPACT_HIGHEST,SCHEDULE_IMPACT_EVIDENCE,SCHEDULE_RISK_RANKING,SCHEDULE_RANK_DESC,RISKSTATUSID,ID,RISKSTATUS,PROJECTPHASEID,LIFECYCLEPHASENAME,PROJECTMILESTONEID,MILESTONE,EDITDATE,LOCKSTATUS,USER_ID,ENTERED_BY_USER,COST_IMPACT_DISTTYPE,COST_IMPACT_DISTDESC,SCHEDULE_IMPACT_DISTTYPE,SCHEDULE_IMPACT_DISTDESC,NO_PERFORMANCE_IMPACT,NO_PERFORMANCE_IMPACT_TEXT,NO_COST_IMPACT,NO_COST_IMPACT_TEXT,NO_SCHEDULE_IMPACT,NO_SCHEDULE_IMPACT_TEXT
22,PLE-22,4277,City of Norfolk CSRM,Norfolk District(NAO),,504518,NAO,Several prototypes of historic structures vs full inventory.,Info and Data Analysis,1,Developed several prototype historic structures rather than a complete inventory of historic structures in the evaluation area.  The prototypes will be used to develop inputs for RSMeans 2017 to calculate depreciated replacement values for each individual structure. The individual building values will be based on characteristics of the prototype structures which could lead to over- or under-valuing the individual historic structures.  ,2,Unlikely,Unlikely (30% to 50%),There are distinct neighborhoods containing historic structures within the evaluation area.  This should allow for prototypes for be developed for structures in separate neighborhoods.,,15,Planning - Economics,PLE,488,Nicole Miller,5,Other,"The valuation of the structures will affect the damage calculations used for the project alternatives.  If the historic structures that are not individually similar to the prototypes, then the damages used for the project alternatives will have a high level of uncertainty. 

While the historic structures are not all alike, they are expected to have similar structural characteristics to each other within a neighborhood.  This should allow for a relatively accurate valuation of the structures and reduce the uncertainty surrounding the values. 

In addition to the economic valuation of the historic structures, the significance of the historic structures, to Norfolk and the region, will be addressed in the Environmental Quality (EQ) project account.",5,Minor Problem,2,Low,0,0,0,,1,Opportunity,0,0,0,,1,Opportunity,1,1,Active,4,Planning,2,Alternatives ,26-Oct-23,0,9582,Nicole Miller,299,Point Distribution,299,Point Distribution,0,No Performance Impact,0,No Cost Impact,0,No Schedule Impact
23,PLE-23,4277,City of Norfolk CSRM,Norfolk District(NAO),,504518,NAO,Use of Beach-FX and HEC-FDA,Info and Data Analysis,1,Beach-FX will only be used for structures north of Ocean View Avenue (approximately 500ft upland from the beach). The rest of the city will be evaluated using HEC-FDA. It is possible that some benefits may not be captured in the areas where the two models meet. This may result in under estimating damages caused by Pretty Lake flooding to beach front homes. ,3,Likely,Likely (50% to 70%),"It is not standard procedure to use two models for one study, so there is not a lot of prior experience in this method to help inform how it works in practice.  However, the other focus area studies are also combining Beach-FX and HEC-FDA so it is expected that there will be lessons learned shared between studies as each District begins evaluation of alternatives.",,15,Planning - Economics,PLE,488,Nicole Miller,5,Other,"It is possible that some benefits may not be captured in the areas where the two models meet. This may result in under estimating damages caused by Pretty Lake flooding to beach front homes. 

It is possible that some benefits may be lost where the models meet, however, compared to the total number of structures in the entire study area, the number of structures along the model boundaries is relatively small, so if some benefits are not captured, it would not be expected to significantly alter the outcome of the economic analysis.",5,Minor Problem,2,Low,0,0,0,,0,No Risk,0,0,0,,0,No Risk,1,1,Active,4,Planning,3,Tentatively Selected Plan,26-Oct-23,0,9582,Nicole Miller,299,Point Distribution,299,Point Distribution,0,No Performance Impact,1,Cost Impacts Anticipated,1,Schedule Impacts Anticipated
24,PLE-24,4277,City of Norfolk CSRM,Norfolk District(NAO),,504518,NAO,HEC-FDA does not take erosion into account.,Info and Data Analysis,1,HEC-FDA does not take erosion into account and erosion rates are expected to increase as sea levels rise in the future. Damages may be underestimated by the model due to the risk not being fully captured by the model.,2,Unlikely,Unlikely (30% to 50%),All recent USACE FRM projects have successfully used the HEC-FDA model to develop projects. ,,15,Planning - Economics,PLE,488,Nicole Miller,1,Asset Condition,"It is possible that benefits may be underestimated because model is not accounting for land loss due to increased erosion. HEC-FDA does consider SLR, just not the erosion aspect of climate change that can exacerbate land loss.",5,Minor Problem,2,Low,0,0,0,,1,Opportunity,0,0,0,,1,Opportunity,1,1,Active,4,Planning,2,Alternatives ,26-Oct-23,0,9582,Nicole Miller,299,Point Distribution,299,Point Distribution,0,No Performance Impact,0,No Cost Impact,0,No Schedule Impact
25,PLE-25,4277,City of Norfolk CSRM,Norfolk District(NAO),,504518,NAO,Community continuity/cohension for nonstructural measures.,Info and Data Analysis,1,"Consider community continuity/cohesion for nonstructural measures after TSP. Possibly lower BCR for total area, but better outcome than cherry picking individual structures based on positive or highest BCR.",3,Likely,Likely (50% to 70%),"In speaking with other planners from the New Orleans District and the Nonstructural Committee, this is common practice in FRM projects that involve a nonstructural component.",,15,Planning - Economics,PLE,488,Nicole Miller,3,Human Health and Safety,This consequence is actually a benefit in terms of neighborhood cohesion and environmental/social justice.,-5,Minor Improvement,1,Opportunity,0,0,0,,0,No Risk,0,0,0,,0,No Risk,1,1,Active,4,Planning,3,Tentatively Selected Plan,26-Oct-23,0,9582,Nicole Miller,299,Point Distribution,299,Point Distribution,0,No Performance Impact,1,Cost Impacts Anticipated,1,Schedule Impacts Anticipated
26,PLE-26,4277,City of Norfolk CSRM,Norfolk District(NAO),,504518,NAO,# of structures considered for nonstructural measures.,Info and Data Analysis,1,"Number of structures under consideration for nonstructural (elevation, acquisition, etc.) limits cost analysis to using a few categories of structure types found across the city and a per square foot cost for each of those structure types. Some assumptions and generalizations will have to be made and small variances between structures will not be accounted for in the costs.",2,Unlikely,Unlikely (30% to 50%),The city of Norfolk and other cities in the Hampton Roads region have recent actual costs for elevations and acquisitions that can be used to develop cost estimates for the structure categories in the study area.,,15,Planning - Economics,PLE,488,Nicole Miller,5,Other,"Cost estimates for the nonstructural component may be over or underestimated. If cost assumptions do not accurately reflect the actual costs, the BCR for nonstructural project elements could be incorrect.",5,Minor Problem,2,Low,0,0,0,,0,No Risk,0,0,0,,0,No Risk,2,2,Inactive – Residual Risk Accepted,4,Planning,3,Tentatively Selected Plan,26-Oct-23,0,9582,Nicole Miller,299,Point Distribution,299,Point Distribution,0,No Performance Impact,1,Cost Impacts Anticipated,1,Schedule Impacts Anticipated
27,PLE-27,4277,City of Norfolk CSRM,Norfolk District(NAO),,504518,NAO,Effective age for building inventory selected as 30 years.,Info and Data Analysis,1,"The average building stock age is 62 years, however, it is assumed that the existing structures have been, at least, minimally maintained with the expectation of remodeling in a select number of structures. Effective age for building inventory was selected as 30 years. ",2,Unlikely,Unlikely (30% to 50%),Economists from the New Orleans District agreed this is appropriate and was previously approved by USACE for other studies.,,15,Planning - Economics,PLE,488,Nicole Miller,5,Other,"The effective age may over or under estimate the value of the structure. The damages reduced could be impacted by changes in structure value. It is professional judgement that 30 years is an appropriate effective age. The original evaluation used 20 years which, by professional judgement, over estimated the value and therefore, damages reduced.",5,Minor Problem,2,Low,0,0,0,,0,No Risk,0,0,0,,0,No Risk,7,7,Inactive - Decision Made,4,Planning,3,Tentatively Selected Plan,26-Oct-23,0,9582,Nicole Miller,299,Point Distribution,299,Point Distribution,0,No Performance Impact,1,Cost Impacts Anticipated,1,Schedule Impacts Anticipated
28,PLN-28,4277,City of Norfolk CSRM,Norfolk District(NAO),,504518,NAO,Use interim impacts analysis for TSP before EIS complete.,Info and Data Analysis,1,Use interim impacts analysis to inform TSP selection before EIS is complete. All impacts may not be captured before EIS is complete. Could lead to the selection of a TSP that has unknown environmental impacts.,5,Extremely Likely,Extremely Likely (90% to 100%),TSP is selected before the EIS has been completed.,,16,Planning - Environmental,PLN,3046,Nicole Miller,2,Environmental,"TSP selection before the EIS has been completed, could lead to the selection of a TSP that has unknown environmental impacts. However, most of the impacts analysis for the EIS will be complete by the time the TSP is selected.",5,Minor Problem,2,Low,0,0,0,,1,Opportunity,0,0,0,,1,Opportunity,2,2,Inactive – Residual Risk Accepted,4,Planning,3,Tentatively Selected Plan,26-Oct-23,0,9582,Nicole Miller,299,Point Distribution,299,Point Distribution,0,No Performance Impact,0,No Cost Impact,0,No Schedule Impact
29,PLC-29,4277,City of Norfolk CSRM,Norfolk District(NAO),,504518,NAO,Defer Section 106 identification surveys to PED stage.,Site Conditions,6,"Defer Section 106 identification surveys to the PED stage of the project through a Programmatic Agreement. Possible underestimation of the mitigation cost in next project stage, adding insufficient costs to the BCR.",4,Very Likely,Very Likely (70% to 90%),"There is a lack of information for archaeological resources, no prior surveys in project APE's. Lack of cultural resources surveys and historic nature of the city.",,14,Planning - Cultural Resources,PLC,7227,Nicole Miller,5,Other,,5,Minor Problem,0,No Risk,0,0,0,Possible underestimation of total project cost. Comparison with construction projects in similar areas can help minimize potential impact.,1,Opportunity,0,0,0,,1,Opportunity,1,1,Active,4,Planning,3,Tentatively Selected Plan,26-Oct-23,0,9582,Nicole Miller,299,Point Distribution,299,Point Distribution,1,Performance Impacts Anticipated,0,No Cost Impact,0,No Schedule Impact
30,PLC-30,4277,City of Norfolk CSRM,Norfolk District(NAO),,504518,NAO,Sewalls/levees hugging shoreline of upper Eastern Branch.,Site Conditions,6,"This area has a suburban development, primary cultural deposits may be relatively undisturbed, and proximity to water is a strong probability factor for sites, especially Native American sites.",4,Very Likely,Very Likely (70% to 90%),"Correlation of archaeological sites, particularly Native American sites, with estuarine shorelines is well established in regional archaeological records.  Evidence is good from known sites for these being high probability areas.",,14,Planning - Cultural Resources,PLC,7227,Nicole Miller,5,Other,,5,Minor Problem,0,No Risk,0,0,0,"Greater probability of sites, higher survey costs, probable greater mitigation costs. Cost of mitigating sites can be considerable based on comparison with past projects.",1,Opportunity,0,0,0,Schedule impacts likely due to required cultural resource surveys and potential findings.,1,Opportunity,1,1,Active,4,Planning,2,Alternatives ,26-Oct-23,0,9582,Nicole Miller,299,Point Distribution,299,Point Distribution,1,Performance Impacts Anticipated,0,No Cost Impact,0,No Schedule Impact
31,PLN-31,4277,City of Norfolk CSRM,Norfolk District(NAO),,504518,NAO,Regulatory Agency/Public approval of certain alternatives.,"Stakeholder, Sponsor or Partners",9,"Regulatory agencies may not approve of alternatives that include closing the Hague off to tidal exchange to increase freshwater storage; or implementing any of the storm surge barrier alternatives. These types of measures appear to be the largest potential (and unknown) impacts and/or regulatory uncertainties and may or may not be unacceptable to the public (for a variety of reasons), because nothing like this has been done in our area before, (or at least recently).",2,Unlikely,Unlikely (30% to 50%),It seems that we would have a reasonably good idea prior to completing the study whether or not either the regulatory agencies or the public outcry would prevent these alternatives.  ,,16,Planning - Environmental,PLN,3046,Nicole Miller,5,Other,"We could find that these are unacceptable to regulatory agencies and will not be permitted.  If this happened, then we could not implement those alternatives and would have to go back through NEPA and consider and reformulate alternatives.",10,,3,Medium,0,0,0,"We could find that these are unacceptable to regulatory agencies and will not be permitted.  If this happened, then we could not implement those alternatives and would have to go back through NEPA and consider and reformulate alternatives.",1,Opportunity,0,0,0,"We could find that these are unacceptable to regulatory agencies and will not be permitted.  If this happened, then we could not implement those alternatives and would have to go back through NEPA and consider and reformulate alternatives.",1,Opportunity,1,1,Active,4,Planning,3,Tentatively Selected Plan,26-Oct-23,0,9582,Nicole Miller,299,Point Distribution,299,Point Distribution,0,No Performance Impact,0,No Cost Impact,0,No Schedule Impact
32,PLN-32,4277,City of Norfolk CSRM,Norfolk District(NAO),,504518,NAO,Various tasks completed before EIS is complete.,Info and Data Analysis,1,"Putting together a draft mitigation plan (and a nature-based features plan), and determining costs for both, using interim impacts analysis, without knowing what mitigation sites are available and before EIS is complete. All mitigation requirements may not be captured before EIS is complete.  It is liable to be uncertain what sites are actually obtainable for mitigation before the EIS is complete.",3,Likely,Likely (50% to 70%),"Most of the impacts analysis for the EIS will be complete by the time the TSP is selected; however, regulatory mitigation requirements may change over time, and/or it is difficult to know what sites are actually available until further research.",,16,Planning - Environmental,PLN,3046,Nicole Miller,2,Environmental,"Because mitigation requirements depend directly on impacts (which may not fully be captured during the preparation of the draft EIS), the mitigation plan may not include all mitigation requirements and/or costs.  Second, the costs of mitigation could later influence a preferred alternative to the point where it would no longer be practicable. Third, it is difficult to determine what sites might be appropriate and available for mitigation without further onsite investigation and real estate research.  And finally, regulatory agencies will not give their final acceptance of a mitigation plan until after the permit process is complete, and mitigation requirements of agencies could also change over time.",10,,3,Medium,0,0,0,"Because mitigation requirements depend directly on impacts (which may not fully be captured during the preparation of the draft EIS), the mitigation plan may not include all mitigation requirements and/or costs.  Second, the costs of mitigation could later influence a preferred alternative to the point where it would no longer be practicable. Third, it is difficult to determine what sites might be appropriate and available for mitigation without further onsite investigation and real estate research.  And finally, regulatory agencies will not give their final acceptance of a mitigation plan until after the permit process is complete, and mitigation requirements of agencies could also change over time.",1,Opportunity,0,0,0,"Because mitigation requirements depend directly on impacts (which may not fully be captured during the preparation of the draft EIS), the mitigation plan may not include all mitigation requirements and/or costs.  Second, the costs of mitigation could later influence a preferred alternative to the point where it would no longer be practicable. Third, it is difficult to determine what sites might be appropriate and available for mitigation without further onsite investigation and real estate research.  And finally, regulatory agencies will not give their final acceptance of a mitigation plan until after the permit process is complete, and mitigation requirements of agencies could also change over time.",1,Opportunity,1,1,Active,4,Planning,3,Tentatively Selected Plan,26-Oct-23,0,9582,Nicole Miller,299,Point Distribution,299,Point Distribution,0,No Performance Impact,0,No Cost Impact,0,No Schedule Impact
33,PLN-33,4277,City of Norfolk CSRM,Norfolk District(NAO),,504518,NAO,EIS completed under SMART Planning are less detailed.,Info and Data Analysis,1,"EISs completed under SMART Planning are less detailed than what regulatory agencies are used to seeing from prior (non-SMART planning) Corps studies and those completed by others. The large scope of the study (citywide) necessitates less detail initially, but once design is more complete, the EIS will be updated to reflect increased level of detail.",4,Very Likely,Very Likely (70% to 90%),Most of the study impacts will be on the study schedule. Coordinating agencies are unfamiliar with SMART planning NEPA documents.,,16,Planning - Environmental,PLN,3046,Nicole Miller,5,Other,,5,Minor Problem,0,No Risk,0,0,0,,0,No Risk,0,0,0, Coordinating agencies are unfamiliar with SMART planning NEPA documents. Agencies will have significant comments on the NEPA document and could slow the study process.,1,Opportunity,1,1,Active,4,Planning,4,Agency Decision,26-Oct-23,0,9582,Nicole Miller,299,Point Distribution,299,Point Distribution,1,Performance Impacts Anticipated,1,Cost Impacts Anticipated,0,No Schedule Impact
34,PLN-34,4277,City of Norfolk CSRM,Norfolk District(NAO),,504518,NAO,Water quality modeling will only consider a few parameters.,Info and Data Analysis,1,Including more parameters in the water quality modeling would allow for better quantification of environmental impacts.,2,Unlikely,Unlikely (30% to 50%),Other sources of information can be used to determine impacts associated with the recommended project.,,16,Planning - Environmental,PLN,3046,Nicole Miller,2,Environmental,Without modeling all water quality parameters it will be difficult to quantify all impacts in the EIS.,5,Minor Problem,2,Low,0,0,0,,1,Opportunity,0,0,0,,1,Opportunity,1,1,Active,4,Planning,1,Project Initiation,26-Oct-23,0,9582,Nicole Miller,299,Point Distribution,299,Point Distribution,0,No Performance Impact,0,No Cost Impact,0,No Schedule Impact
35,PLN-35,4277,City of Norfolk CSRM,Norfolk District(NAO),,504518,NAO,NACCS storm frequency doesn't account for future increases.,Info and Data Analysis,1,NACCS Storm Frequency does not account for increased frequency in the future. Surge barriers may be closed more often than originally planned and impacts assessment may not account for that.,2,Unlikely,Unlikely (30% to 50%),Other sources of information can be used to determine impacts associated with the recommended project.,,16,Planning - Environmental,PLN,3046,Nicole Miller,2,Environmental,Environmental impact assessment may not be accurate.,5,Minor Problem,2,Low,0,0,0,,1,Opportunity,0,0,0,,1,Opportunity,1,1,Active,4,Planning,3,Tentatively Selected Plan,26-Oct-23,0,9582,Nicole Miller,299,Point Distribution,299,Point Distribution,0,No Performance Impact,0,No Cost Impact,0,No Schedule Impact
37,PLN-37,4277,City of Norfolk CSRM,Norfolk District(NAO),,504518,NAO,Cooperating agency participation in EIS.,"Stakeholder, Sponsor or Partners",9,"We now have three cooperating agencies participating in the EIS. We had a cooperating agency meeting on 29 March and given them the status of the project at that time, including all of the measure possibilities.  But we do not yet have any alternatives to compare and share with them.  They did not have any comments during the meeting, and they have not submitted any comments for our consideration.",3,Likely,Likely (50% to 70%),,,16,Planning - Environmental,PLN,3046,Nicole Miller,7,Agency Reputational,"We are not sure their comments/concerns could be, and the nature or extent of the comments they may have.  They could be relatively straightforward, or they could be difficult to address.  They may request information we do not have.  They may decide that they do not concur with our NEPA document/findings. While we are supposed to coordinate with them, and obtain/consider their input, they do not necessarily have to agree with our findings.",5,Minor Problem,2,Low,0,0,0,"We are not sure their comments/concerns could be, and the nature or extent of the comments they may have.  They could be relatively straightforward, or they could be difficult to address.  They may request information we do not have.  They may decide that they do not concur with our NEPA document/findings. While we are supposed to coordinate with them, and obtain/consider their input, they do not necessarily have to agree with our findings.",1,Opportunity,0,0,0,"We are not sure their comments/concerns could be, and the nature or extent of the comments they may have.  They could be relatively straightforward, or they could be difficult to address.  They may request information we do not have.  They may decide that they do not concur with our NEPA document/findings. While we are supposed to coordinate with them, and obtain/consider their input, they do not necessarily have to agree with our findings.",1,Opportunity,1,1,Active,4,Planning,3,Tentatively Selected Plan,26-Oct-23,0,9582,Nicole Miller,299,Point Distribution,299,Point Distribution,0,No Performance Impact,0,No Cost Impact,0,No Schedule Impact
38,PLN-38,4277,City of Norfolk CSRM,Norfolk District(NAO),,504518,NAO,Fish & Widlife Coordination Act Report,Agency Policy and Process,7,"The Fish and Wildlife Coordination Act Report will not be done by TSP, and cost may be more than was budgeted. We are supposed to have this report by TSP, so that their findings can guide our decision-making.",5,Extremely Likely,Extremely Likely (90% to 100%),"We will almost certainly get the comment that we do not have FWCAR completed and included, during DQC/ATR, but given that we are aware of many of the resource issues, we may be able to address concerns.",,16,Planning - Environmental,PLN,3046,Nicole Miller,2,Environmental,"If we do not have their findings, we may not give full consideration of the FWS resources, in the selection of alternatives.  We will also likely get that comment--that we do not have FWCAR completed and included, during DQC/ATR",5,Minor Problem,2,Low,0,0,0,Cost may be more than budgeted. ,1,Opportunity,0,0,0,"If we do not have their findings, we may not give full consideration of the FWS resources, in the selection of alternatives.  We will also likely get that comment--that we do not have FWCAR completed and included, during DQC/ATR",1,Opportunity,1,1,Active,4,Planning,2,Alternatives ,26-Oct-23,0,9582,Nicole Miller,299,Point Distribution,299,Point Distribution,0,No Performance Impact,0,No Cost Impact,0,No Schedule Impact
39,PLN-39,4277,City of Norfolk CSRM,Norfolk District(NAO),,504518,NAO,Potential environmental mitigation costs are unknown at TSP.,Info and Data Analysis,1,"Potential mitigation costs for Endangered Species Act, Marine Mammal Protection Act, and/or Essential Fish Habitat mitigation, if any, are unknown at the TSP. ",4,Very Likely,Very Likely (70% to 90%),The Endangered Species Act Section 7 process; the Magnuson-Stevens Act (Essential Fish Habitat); and the Marine Mammal Protection Act coordination is ongoing and is not likely to be complete until the final report date.,,16,Planning - Environmental,PLN,3046,Nicole Miller,5,Other,,10,,0,No Risk,0,0,0,"If we do not have their findings until the final report, we will not know what mitigation is required, nor the costs of it. Monetary costs likely would not be substantial, but there could be time of year restrictions for instream work, which could impact construction schedules.  ",1,Opportunity,0,0,0,"If we do not have their findings until the final report, we will not know what mitigation is required, nor the costs of it. Monetary costs likely would not be substantial, but there could be time of year restrictions for instream work, which could impact construction schedules.  ",1,Opportunity,1,1,Active,4,Planning,3,Tentatively Selected Plan,26-Oct-23,0,9582,Nicole Miller,299,Point Distribution,299,Point Distribution,1,Performance Impacts Anticipated,0,No Cost Impact,0,No Schedule Impact
40,RLE-40,4277,City of Norfolk CSRM,Norfolk District(NAO),,504518,NAO,Privately owned property.,Resource Availability,5,All alternatives include privately owned property. Permanent real estate owned by the city is required for project implementation.,2,Unlikely,Unlikely (30% to 50%),Almost all USACE civil works projects require some LERRD.,,18,Real Estate,RLE,8398,Nicole Miller,5,Other,Failure to acquire privately owned land would impact the selected plan.,10,,2,Low,0,0,0,Time and additional cost for the city to acquire land and/or get easements necessary for the project. Almost all USACE civil works projects require some LERRD. ,1,Opportunity,0,0,0,Time and additional cost for the city to acquire land and/or get easements necessary for the project. Almost all USACE civil works projects require some LERRD. ,1,Opportunity,1,1,Active,4,Planning,1,Project Initiation,26-Oct-23,0,9582,Nicole Miller,299,Point Distribution,299,Point Distribution,0,No Performance Impact,0,No Cost Impact,0,No Schedule Impact
41,RLE-41,4277,City of Norfolk CSRM,Norfolk District(NAO),,504518,NAO,Larchmont tide gate/seawalls,Resource Availability,5,Forty-four docks along the Larchmont shore where a seawall would be needed.,4,Very Likely,Very Likely (70% to 90%),Very likely at least some property owners would be strongly opposed.,,18,Real Estate,RLE,8398,Nicole Miller,5,Other,Resistance from land owners. Anecdotal evidence for the value waterfront land owners place on access to docks.,5,Minor Problem,2,Low,0,0,0,Resistance from land owners. Anecdotal evidence for the value waterfront land owners place on access to docks.,1,Opportunity,0,0,0,Resistance from land owners. Anecdotal evidence for the value waterfront land owners place on access to docks.,1,Opportunity,1,1,Active,4,Planning,1,Project Initiation,26-Oct-23,0,9582,Nicole Miller,299,Point Distribution,299,Point Distribution,0,No Performance Impact,0,No Cost Impact,0,No Schedule Impact
2,PLC-2,4278,RIO SALADO OESTE ECOSYSTEM RESTORATION PROJECT,Los Angeles District(SPL),,507954,SPL,Tribal concerns regarding potential water sources,"Stakeholder, Sponsor or Partners",9,"The tribe is not a stakeholder, sponsor or partner, this is the best category to identify this risk. ",2,Unlikely,Unlikely (30% to 50%),,,14,Planning - Cultural Resources,PLC,974,Manya Singh,5,Other,,5,Minor Problem,0,No Risk,0,0,0,,0,No Risk,0,0,0,,0,No Risk,1,1,Active,4,Planning,1,Project Initiation,29-Nov-23,0,9376,Manya Singh,299,Point Distribution,299,Point Distribution,1,Performance Impacts Anticipated,1,Cost Impacts Anticipated,1,Schedule Impacts Anticipated
3,EHH-3,4278,RIO SALADO OESTE ECOSYSTEM RESTORATION PROJECT,Los Angeles District(SPL),,507954,SPL,"Water rights are legally complex, changed since '06",Legal or Regulatory Actions,10,,4,Very Likely,Very Likely (70% to 90%),,,4,Engineering - Hydrology and Hydraulics,EHH,3571,Manya Singh,5,Other,,5,Minor Problem,0,No Risk,0,0,0,,0,No Risk,0,0,0,,0,No Risk,1,1,Active,4,Planning,1,Project Initiation,29-Nov-23,0,9376,Manya Singh,299,Point Distribution,299,Point Distribution,1,Performance Impacts Anticipated,1,Cost Impacts Anticipated,1,Schedule Impacts Anticipated
4,ECV-4,4278,RIO SALADO OESTE ECOSYSTEM RESTORATION PROJECT,Los Angeles District(SPL),,507954,SPL,Sand and gravel mining operations along river,Site Conditions,6,,5,Extremely Likely,Extremely Likely (90% to 100%),,,9,Engineering - Civil,ECV,3571,Manya Singh,5,Other,,5,Minor Problem,0,No Risk,0,0,0,,0,No Risk,0,0,0,,0,No Risk,1,1,Active,4,Planning,1,Project Initiation,29-Nov-23,0,9376,Manya Singh,299,Point Distribution,299,Point Distribution,1,Performance Impacts Anticipated,1,Cost Impacts Anticipated,1,Schedule Impacts Anticipated
5,PLN-5,4278,RIO SALADO OESTE ECOSYSTEM RESTORATION PROJECT,Los Angeles District(SPL),,507954,SPL,Climate change stresses to the system,Site Conditions,6,Drought is exacerbating the limitations on the water budget.,5,Extremely Likely,Extremely Likely (90% to 100%),,,16,Planning - Environmental,PLN,9895,Manya Singh,5,Other,,5,Minor Problem,0,No Risk,0,0,0,,0,No Risk,0,0,0,,0,No Risk,1,1,Active,4,Planning,2,Alternatives ,29-Nov-23,0,9376,Manya Singh,299,Point Distribution,299,Point Distribution,1,Performance Impacts Anticipated,1,Cost Impacts Anticipated,1,Schedule Impacts Anticipated
6,EHH-6,4278,RIO SALADO OESTE ECOSYSTEM RESTORATION PROJECT,Los Angeles District(SPL),,507954,SPL,Water Budget and/or availability is a known unknown,Resource Availability,5,,5,Extremely Likely,Extremely Likely (90% to 100%),,,4,Engineering - Hydrology and Hydraulics,EHH,3571,Manya Singh,5,Other,,5,Minor Problem,0,No Risk,0,0,0,,0,No Risk,0,0,0,,0,No Risk,1,1,Active,4,Planning,1,Project Initiation,29-Nov-23,0,9376,Manya Singh,299,Point Distribution,299,Point Distribution,1,Performance Impacts Anticipated,1,Cost Impacts Anticipated,1,Schedule Impacts Anticipated
7,PLP-7,4278,RIO SALADO OESTE ECOSYSTEM RESTORATION PROJECT,Los Angeles District(SPL),,507954,SPL,Defining aquatic ecosystem restoration in an arid enviro,Communications,2,,5,Extremely Likely,Extremely Likely (90% to 100%),,,13,Planning - Plan Formulation,PLP,904,Manya Singh,5,Other,,5,Minor Problem,0,No Risk,0,0,0,,0,No Risk,0,0,0,,0,No Risk,1,1,Active,4,Planning,1,Project Initiation,29-Nov-23,0,9376,Manya Singh,299,Point Distribution,299,Point Distribution,1,Performance Impacts Anticipated,1,Cost Impacts Anticipated,1,Schedule Impacts Anticipated
8,EHH-8,4278,RIO SALADO OESTE ECOSYSTEM RESTORATION PROJECT,Los Angeles District(SPL),,507954,SPL,Hydrology over 20 years old,Info and Data Analysis,1,,4,Very Likely,Very Likely (70% to 90%),,,4,Engineering - Hydrology and Hydraulics,EHH,5030,Manya Singh,5,Other,,5,Minor Problem,0,No Risk,0,0,0,,0,No Risk,0,0,0,,0,No Risk,1,1,Active,4,Planning,1,Project Initiation,12-Dec-23,0,9376,Manya Singh,299,Point Distribution,299,Point Distribution,1,Performance Impacts Anticipated,1,Cost Impacts Anticipated,1,Schedule Impacts Anticipated
1,OTH-1,4279,TEST Wild Rice Habitat Redevelopment,St. Paul District(MVP),999999,999999,MVP,Permit Issues,Legislative or Political,8,Testing this out.,3,Likely,Likely (50% to 70%),,,12,Other,OTH,9755,Jacqueline Kovarik,2,Environmental,test,5,Minor Problem,2,Low,0,500000,0,,4,High,0,0,0,,0,No Risk,1,1,Active,20,Planning,77,Planning,7-Nov-23,0,9755,Jacqueline Kovarik,299,Point Distribution,299,Point Distribution,0,No Performance Impact,0,No Cost Impact,1,Schedule Impacts Anticipated
2,PLN-2,4279,TEST Wild Rice Habitat Redevelopment,St. Paul District(MVP),999999,999999,MVP,Habitat location issues,Site Conditions,6,Risk description for Risk #2,5,Extremely Likely,Extremely Likely (90% to 100%),Hard to find wild rice habitat conditions in the area.,,16,Planning - Environmental,PLN,9755,Jacqueline Kovarik,2,Environmental,,5,Minor Problem,2,Low,0,900000,0,,4,High,0,5,0,,4,High,1,1,Active,21,Design,78,Design Start,7-Nov-23,0,9755,Jacqueline Kovarik,299,Point Distribution,299,Point Distribution,0,No Performance Impact,0,No Cost Impact,0,No Schedule Impact
