RISK_ID,RISK_IDENTIFIER,PROJECT_ID,PROJECT_NAME,P2_LOOKUP,RISK_NAME,RISKCATEGORY,RISKCATEGORYID,RISK_STATEMENT,PROB_OCCURRENCE,LIKELIHOOD,LIKELIHOOD_DISC,PROB_OCCURRENCE_EVIDENCE,OCCURRENCECONFIDENCEID,CONFIDENCE,RISKOWNERDISCIPLINEID,DISCIPLINE,DISCIPLINE_ACRONYM,RISKMANAGERID,RISKMANAGER,PERFORMANCEIMPACTTYPEID,PERFORMANCEIMPACTTYPE,PERFORMANCEIMPACT_DESC,PERFORMANCEIMPACT_IMPCT,PERFORMANCEIMPACT_RISK_RANKING,COST_IMPACT_LOWEST,COST_IMPACT_MOSTLIKELY,COST_IMPACT_HIGHEST,COST_IMPACT_EVIDENCE,SCHEDULE_IMPACT_LOWEST,SCHEDULE_IMPACT_MOSTLIKELY,SCHEDULE_IMPACT_HIGHEST,SCHEDULE_IMPACT_EVIDENCE,SCHEDULE_RISK_RANKING,RISKSTATUSID,ID,RISKSTATUS,PROJECTPHASEID,LIFECYCLEPHASENAME,PROJECTMILESTONEID,ID_1,MILESTONE,EDITDATE,LOCKSTATUS,USER_ID,FIRST_NAME,LAST_NAME,COST_IMPACT_DISTTYPE,SCHEDULE_IMPACT_DISTTYPE,NO_PERFORMANCE_IMPACT,NO_COST_IMPACT,NO_SCHEDULE_IMPACT
9,PLP-9,3711,"Hartford and East Hartford, CT Section 216 Levee Rehabilitation Study",465097,Lack of existing data,Info and Data Analysis,1,"There is a concern that there is insufficient data to describe the study area and to  adequately describe the existing, future without and change condition. USACE guidance requires that the existing and FWOP conditions are described in the feasibility report. The PDT is concerned that this isn't enough available data to allow the adequate description of the existing and FWOP conditions. 

 Additionally, the Section 216 authority requires that elements included in the RP be a result of a changed physical or economic condition. The PDT has heard lots of anecdotal descriptions of the changed conditions that are experiences that the FRM systems. The risk is that there isn't sufficient existing data to support the anecdotal evidence to prove a changed condition. If sufficient data is not found to support anecdotal evidence, then some measures might not be included in the plan and an incomplete solution would be recommended.",2,Unlikely,Unlikely (30% to 50%),"At this point in the study, we are uncertain of the likelihood of this risk. ",,,13,Planning - Plan Formulation,PLP,337,,6,Compliance,This risk impacts the compliance with USACE guidance and the Section 216 authority. It could result in the completeness of the feasibility report and environmental compliance. It could also result in an incomplete solution being recommended.,5,2,0,0,0,,0,0,0,,0,1,1,Active,4,Planning,3,3,Tentatively Selected Plan,6/13/2023 3:01 PM,0,337,Janet,Cote,299,299,0,1,1
10,EGT-10,3711,"Hartford and East Hartford, CT Section 216 Levee Rehabilitation Study",465097,Data describing penetrations through the systems,Site Conditions,6,The PDT is concerned that there isn't adequate data that describes the penetrations through the two levee systems. Inadequate data would result in incorrect identification of needed measures necessary for the rehabilitation of the levee system and/or incorrect design to address the seepage due to penetrations through the levee embankments.,4,Very Likely,Very Likely (70% to 90%),The NFSs have stated that they don't have complete information describing the penetrations through the levee embankments.,,,3,Engineering - Geotechnical,EGT,3632,,5,Other,This risk could impact both time and cost of the feasibility phase. It could also impact the quality of the designs that are developed to address the weaknesses of the levee caused by the penetrations through the levees.,5,2,0,0,0,"This risk might impact the budget of the feasibility phase by requiring additional funding to compete the designs/methods to address the seepage concerns due to embankment penetrations. This risk could also impact the PED and construction phase, if the actual conditions turn out to be different from those that were used to develop designs/methods. However, at this time, the exact cost impact is not known.",0,0,0,"There could be impacts to the schedule of the Feasibility phase as described previously in the Cost Impact Section. However, at this time, the exact cost impact is not known.",1,1,1,Active,4,Planning,3,3,Tentatively Selected Plan,6/13/2023 5:10 PM,0,337,Janet,Cote,299,299,0,0,0
11,RLE-11,3711,"Hartford and East Hartford, CT Section 216 Levee Rehabilitation Study",465097,Complexity of Real Estate/Ownership of Property,Site Conditions,6,Both FRM (levee) systems are made up of a complex system of easements and land ownership. ,3,Likely,Likely (50% to 70%),,,,18,Real Estate,RLE,5073,,6,Compliance,,5,2,0,0,0,,0,0,0,"If proper ownership is not identified, then...",1,1,1,Active,4,Planning,4,4,Agency Decision,6/13/2023 5:14 PM,0,337,Janet,Cote,299,299,0,1,0
12,EGT-12,3711,"Hartford and East Hartford, CT Section 216 Levee Rehabilitation Study",465097,Existing Boring Data,Info and Data Analysis,1,There is a lack of existing boring date for the East Hartford FRM (levee) system.,3,Likely,Likely (50% to 70%),,,,3,Engineering - Geotechnical,EGT,337,,5,Other,,5,2,0,0,0,,0,0,0,,1,1,1,Active,4,Planning,4,4,Agency Decision,6/13/2023 3:18 PM,0,337,Janet,Cote,299,299,0,0,0
1,PLE-1,3771,Atka Navigation Improvements,,Designation of dredged material placement site ,Site Conditions,6,Designation of a dredged material placement site will be required as part of this feasibility study. Not enough is understood at this to verify the appropriate management of the dredged material or the amount of blasting that will likely be required to provide safe navigation. ,2,Unlikely,Unlikely (30% to 50%),Coordination with regulatory agencies has already begun and will be managed as the project progresses and more data is available. ,,,16,Planning - Environmental,PLE,6223,,5,Other,,5,2,0,0,0,,0,0,0,,0,1,1,Active,4,Planning,3,3,Tentatively Selected Plan,4/11/2023 11:45 PM,0,6223,Erin,Stockdale,299,299,0,0,1
1,EPE-1,3772,Bluestone DSA,,Existing Concrete Harder than Expected,Site Conditions,6,"Concrete has a higher than expected compressive strength which could result in hihger demo costs. (Expected non issue, check with sandy)

Concrete demolition has begun in the stilling basin (Weir, Apron) while demoing the concrete in the primary apron it is possible to find concrete with higher strengths and making the demoing harder. This will most likely be in a localized area in a monolith. No strength provided to the contractor in design documents. Could be inferred based on bearing plate design 3000psi. (wearing items faster than expected, method of construction slower than gov expected, without issue though.

FY23 UPDATE:
Currently just over 50% excavation/demo. Let side existing Apron, baffles, existing cofferdam remain to be demo'd",2,Unlikely,Unlikely (30% to 50%),,,,21,Construction - Project Engineer,EPE,8955,,5,Other,,5,2,0,0,0,Marginal ,0,0,0,Marginal,1,1,1,Active,6,Construction,19,19,Commissioning of Systems,4/12/2023 6:57 PM,0,8955,Jacquelyn,Lewis Pilet,299,299,0,0,0
2,EPE-2,3772,Bluestone DSA,,Open Anchor Holes During Event Leads to Slab Replacement,Site Conditions,6,"Open anchor holes exposed during a spill even could lead to slab replacement. If this were to occur there is possible dam failure. 

Risk to apron if hole are left open. If this occurs and a monolith is jacked it could result in replacement of slab. Similar to an ""Act of God"" event if the open anchor holes were exposed to spillway flow there is a potential for dam failure. (Do not model)

FY23 Update
No update. Left for tracking purpose. Not modeled",1,Very Unlikely,Very Unlikely (5% to 30%),,,,21,Construction - Project Engineer,EPE,8955,,5,Other,,10,2,0,0,0,,0,0,0,,1,1,1,Active,6,Construction,20,20,Construction Completion,4/13/2023 12:19 PM,0,8955,Jacquelyn,Lewis Pilet,299,299,0,0,0
3,PRM-3,3772,Bluestone DSA,,Project Close-Out Duration,Communications,2,The estimated duration of project close-out could vary.,4,Very Likely,Very Likely (70% to 90%),,,,17,Project Management,PRM,8955,,5,Other,,5,2,0,0,0,,180,180,365,,4,1,1,Active,6,Construction,20,20,Construction Completion,4/13/2023 12:21 PM,0,8955,Jacquelyn,Lewis Pilet,299,306,0,1,0
1,PLE-1,3811,Hyder Harbor Navigational Improvements,484472,Communicating a prelim alternative that may change ,Legal or Regulatory Actions,10,Communicating a prelim alternative that may change ,3,Likely,Likely (50% to 70%),"Communicating before TSP

Agency workshop after charette",,,16,Planning - Environmental,PLE,3454,,5,Other,,10,0,0,0,0,,0,0,0,,0,1,1,Active,1,Feasibility,95,95,Tentatively Selected Plan ,4/27/2023 9:25 PM,0,7996,Robin,Carr,306,299,1,1,1
2,EHH-2,3811,Hyder Harbor Navigational Improvements,484472,Climate change/ sea level rise,Site Conditions,6,,2,Unlikely,Unlikely (30% to 50%),,,,4,Engineering - Hydrology and Hydraulics,EHH,9135,,5,Other,,5,0,0,0,0,,0,0,0,,0,1,1,Active,1,Feasibility,95,95,Tentatively Selected Plan ,4/27/2023 9:28 PM,0,7996,Robin,Carr,299,299,1,1,1
3,EHH-3,3811,Hyder Harbor Navigational Improvements,484472,Sedimentation Rate,Site Conditions,6,,2,Unlikely,Unlikely (30% to 50%),,,,4,Engineering - Hydrology and Hydraulics,EHH,9135,,5,Other,,10,2,0,0,0,,0,0,0,,0,1,1,Active,1,Feasibility,95,95,Tentatively Selected Plan ,4/27/2023 9:33 PM,0,7996,Robin,Carr,299,299,0,1,1
4,EGT-4,3811,Hyder Harbor Navigational Improvements,484472,Composition of Material at Site,Site Conditions,6,Foundation impacts,3,Likely,Likely (50% to 70%),,,,3,Engineering - Geotechnical,EGT,9135,,5,Other,,10,3,0,0,0,,0,0,0,,0,1,1,Active,1,Feasibility,95,95,Tentatively Selected Plan ,4/27/2023 9:35 PM,0,7996,Robin,Carr,299,299,0,1,1
5,ECS-5,3811,Hyder Harbor Navigational Improvements,484472,Sources of Rock,Contract Performance,4,"Sourcing cheaper rock from Canada and policy problems.

",3,Likely,Likely (50% to 70%),Likely we won't be able to source from Canada.,,,2,Engineering - Cost,ECS,9139,,5,Other,,5,0,0,0,0,,0,0,0,,0,1,1,Active,1,Feasibility,95,95,Tentatively Selected Plan ,4/27/2023 9:38 PM,0,7996,Robin,Carr,299,299,1,1,1
6,PLP-6,3811,Hyder Harbor Navigational Improvements,484472,Data Gaps,Site Conditions,6,Data not available and not recognized as needed until later in planning process,2,Unlikely,Unlikely (30% to 50%),,,,13,Planning - Plan Formulation,PLP,7996,,5,Other,,5,0,0,0,0,,0,0,0,,0,1,1,Active,1,Feasibility,96,96,Decision Document Approval ,4/27/2023 9:46 PM,0,7996,Robin,Carr,299,299,1,1,1
7,PLC-7,3811,Hyder Harbor Navigational Improvements,484472,Weather impacts for cultural Surveys,Site Conditions,6,,0,Extremely Unlikely,Extremely Unlikely (0% to 5%),Calculated for when already likely to have good conditions.,,,14,Planning - Cultural Resources,PLC,9138,,5,Other,,5,0,0,0,0,,0,0,0,,0,1,1,Active,1,Feasibility,96,96,Decision Document Approval ,4/27/2023 9:53 PM,0,7996,Robin,Carr,299,299,1,1,1
2,PLP-2,3831,Imperial Streams and Salton Sea Ecosystem Restoration,445445,Real Estate Requirements on Other Federal Lands,Resource Availability,5,Selecting a plan that requires real estate acquisition on other federal lands would violate Corps policy and prevent transmission of a Chief's Report to Congress.  ,4,Very Likely,Very Likely (70% to 90%),"There is a checkerboard pattern of land ownership under and around the Salton Sea, which makes formulating meaningful alternatives that avoid federal lands challenging. Alternatives that focus elsewhere in the watershed (i.e., along the tributaries) would not adequately address the scale of the problem or satisfy the objectives of the study.",,,13,Planning - Plan Formulation,PLP,3233,,5,Other,"Any recommended plan that requires real estate on other federal agency land would not be policy compliant, which would prevent that plan from being authorized, funded, and constructed. Ecosystem degradation at the Salton Sea would exacerbate and persist.  ",10,4,0,0,0,,0,0,0,,0,1,1,Active,4,Planning,3,3,Tentatively Selected Plan,5/25/2023 11:58 PM,0,3233,Corrine,Stetzel,299,299,0,1,1
4,PLP-4,3831,Imperial Streams and Salton Sea Ecosystem Restoration,445445,Public Perception,Communications,2,"Issues at the Salton Sea are highly visible and controversial. Although different groups support different potential solutions, each group likely agrees that there have been too many studies with not enough action. A vocal group in the community strongly favors water importation solutions. This makes the transparency of the USACE study process and the robustness of a Recommended Plan important. ",3,Likely,Likely (50% to 70%),Lack of public support is likely if the decision document does not transparently show the planning process and/or include a robust set of final array alternatives that include solutions put forth and supported by community groups.,,,13,Planning - Plan Formulation,PLP,3233,,5,Other,The consequences of losing public support could be high for both the Corps and our Partners. Consequences could include reputational damage to our respective agencies as well as a recommended plan not receiving funding because community and community leadership do not support it.,5,2,0,0,0,,0,0,0,,0,1,1,Active,4,Planning,1,1,Project Initiation,6/13/2023 5:45 PM,0,5416,Lindsay,Floyd,299,299,0,1,1
5,PLE-5,3831,Imperial Streams and Salton Sea Ecosystem Restoration,445445,Presence of Selenium in Soils,Site Conditions,6,"Selenium is a naturally-occurring element, but because the Salton Sea is a terminal lake, selenium from the Colorado River concentrates in the Sea. At concentrated levels, selenium can be taken up in the tissues of plants and animals and bioaccumulates. It can impact the reproductive systems of birds and other animals. Selecting a plan that disturbs selenium deposits or could facilitate bioaccumulation in the food web would require sponsors to remediate prior to any Federal investment. ",3,Likely,Likely (50% to 70%),There are known selenium sinks in the Sea.,,,16,Planning - Environmental,PLE,4822,,2,Environmental,Avoiding selenium deposits may impact plan selection.,5,2,0,10000,0,"It is USACE policy that our sponsors would need to remediate properties before a project can be implemented, which poses a unique challenge because selenium will continue to enter the Sea through the CO River and its tributaries. Our risk management strategies include conducting environmental site assessments and avoiding known selenium deposits when possible.",0,120,0,Environmental site assessments may be needed to manage the risk.,3,1,1,Active,4,Planning,1,1,Project Initiation,6/13/2023 5:58 PM,0,5416,Lindsay,Floyd,299,299,0,0,0
6,EHH-6,3831,Imperial Streams and Salton Sea Ecosystem Restoration,445445,Variable Future Inflows,Agency Policy and Process,7,"Existing modeling for future inflow to the Salton Sea currently has a lot of uncertainty and low confidence. It will be difficult to predict future inflows with existing data given unknowns around local rainfall trends, climate change, policy changes, Colorado River management, and evaporation rates. This could lead to selecting a plan that does not perform well under future inflow scenarios.",4,Very Likely,Very Likely (70% to 90%),"Current H&H modeling effort for the Salton Sea are too broad to confidently recommend a single plan. Models do not fully capture the changing hydrology landscape at the Sea with regards to climate change, water policy, and inflows.",,,4,Engineering - Hydrology and Hydraulics,EHH,3233,,5,Other,Understanding H&H is foundational to selecting a plan that will perform as expected under future inflow scenarios. There is a risk that a plan may be recommended that will not perform well and possible reformulation will be needed.,10,3,0,1400000,0,"Selecting a plan that doesn't perform well under future inflow scenarios could result in needing to reformulate through a GRR. To mitigate this risk, the team proposes holding a water budget workshop with subject matter experts, collecting additional data, calibrating models, and modeling groundwater interactions.",0,150,0,,4,1,1,Active,4,Planning,1,1,Project Initiation,6/13/2023 7:06 PM,0,5416,Lindsay,Floyd,299,299,0,0,0
7,PLE-7,3831,Imperial Streams and Salton Sea Ecosystem Restoration,445445,Ecological Modeling,Agency Policy and Process,7,"There are not suitable existing USACE ecological models that can effectively be used to assess the habitat in the study area. While several ecological models exist for similar bird types in the Eastern U.S., the models should be adapted to an arid southwestern environment, and additional models will be needed to cover all the habitat types identified for restoration. This could result in missing habitat types and inaccurate habitat unit calculations which in turn could impact identification of the NER plan and plan selection.",5,Extremely Likely,Extremely Likely (90% to 100%),"There is high likelihood of potentially inaccurate measurement of ecosystem outputs since existing models are not adapted to the arid southwest. There also likely will be incomplete measurements of ecosystem outputs as only 2 of 5 identified habitats types are represented by existing modeling. Additionally, models do not account for water quality parameters such as salinity, dissolved oxygen, and other pollutants. This may only be managed by developing USACE models that are specific to the Salton Sea to develop habitat units. ",,,16,Planning - Environmental,PLE,5923,,5,Other,There is a risk that inaccurate measurement of ecosystem outputs could impact identification of the NER plan and plan selection.,10,4,0,200000,0,"There is a risk that inaccurate measurement of ecosystem outputs could impact identification of the NER plan and plan selection. To mitigation this risk, UACE could use a model created by the Audubon Society or develop new ecological models. Creation of new models is estimated to cost roughly $200,000.",0,550,0,"There is a risk that inaccurate measurement of ecosystem outputs could impact identification of the NER plan and plan selection. To mitigation this risk, UACE could use a model created by the Audubon Society or develop new ecological models. Creation of new models is estimated to take roughly 18 months.",4,1,1,Active,4,Planning,1,1,Project Initiation,6/13/2023 7:48 PM,0,5416,Lindsay,Floyd,299,299,0,0,0
8,PLP-8,3831,Imperial Streams and Salton Sea Ecosystem Restoration,445445,Emissive Seabed and Public Health Concerns,Site Conditions,6,"As the footprint Salton Sea shrinks, the exposed seabed, which has concentrated salts and pollutants, is picked up during frequent dust storms. The seabed particulates then are spread to the surrounding communities, which contributes to reduced air quality and human health & safety concerns such as asthma and other respiratory diseases. With existing data, there are uncertainties around how much alternative plans will reduce dust emissions and how much of the air quality related concerns in the study area are attributed to the emissive seabed.",3,Likely,Likely (50% to 70%),"With existing data, it is very likely that dust emissions will not be accurately reflected in analysis of alternative plans. The Coachella Valley is prone to dust storms, and particulates are picked up from agriculture fields as well as from commuter and freight traffic emissions. The Sea is not the sole source of air pollutions, so it is unknown how much an ecosystem restoration project will improve local air quality conditions. ",,,13,Planning - Plan Formulation,PLP,3233,,5,Other,Inaccurate modeling of dust emissions could impact identification and selection of a comprehensive benefits plan. Addressing public health concerns will be considered in the other social effects benefit category when evaluating alternatives. ,5,2,0,200000,0,"This risk can be partially mitigated by modeling air quality. This could include measuring reductions in acres of exposed playa, measuring reductions of playa dust in the air, and augmenting understanding of the links between Sea dust emissions and public health in the area. Developing a dust emission/public health model is estimated to cost $200,000.",0,550,0,Developing a dust emission/public health model is estimated to take roughly 18 months.,4,1,1,Active,4,Planning,1,1,Project Initiation,6/13/2023 7:47 PM,0,5416,Lindsay,Floyd,299,299,0,0,0
1,PLE-1,3911,Andalusia Island Complex,505036,Avian IBI Modeling,Info and Data Analysis,1,"Model has not specifically been used as it is being applied for the WSC study.
",0,Extremely Unlikely,Extremely Unlikely (0% to 5%),"My best professional judgement of the existing habitat conditions is that the WSC are missing the vertical habitat layers required of many migratory, resident, and wintering bird species.  At a minimum, I anticipate significant differences between canopy nesting, canopy feeding, and non-native bird species populations between WSC and the reference reaches.",,,16,Planning - Environmental,PLE,6927,,5,Other,,5,0,0,0,0,,0,0,0,,0,1,1,Active,4,Planning,1,1,Project Initiation,6/5/2023 7:50 PM,0,6867,Kayleigh,Thomas,299,299,1,1,1
3,PLE-3,3911,Andalusia Island Complex,505036,Constrained Project Area,Site Conditions,6,"The confined project area and H&H constraints may limit the aerial extent of habitat restoration alternatives.
",4,Very Likely,Very Likely (70% to 90%),"Best professional judgement and scientific literature justify the likelihood rating.
",,,16,Planning - Environmental,PLE,6927,,5,Other,,5,0,0,0,0,,0,180,0,,4,1,1,Active,4,Planning,1,1,Project Initiation,6/21/2023 8:35 PM,0,6867,Kayleigh,Thomas,299,299,1,1,0
2,PLE-2,3913,"Brunswick County Beaches, Holden Beach Portion, General Re-evaluation Report",481505,Threatened and Endangered Species ,Site Conditions,6,Existing and new T&E species are identified within the Recommended Plan. ,1,Very Unlikely,Very Unlikely (5% to 30%),The Corps has experience managing impacts to existing T&E species in this area. Also there is no  indications that resources agencies are preparing to list new T&E species or designate critical habitat that would impact the feasibility study. The PDT will use the USFWS IPAC system to monitor changes to the status of T&E species.,,,16,Planning - Environmental,PLE,443,,5,Other,,5,0,0,0,10000,Previous experience and professional judgement,0,0,180,Previous experience and professional judgement,2,1,1,Active,4,Planning,3,3,Tentatively Selected Plan,6/26/2023 7:10 PM,0,9033,Chris,Dixon,306,306,1,0,0
3,PLC-3,3913,"Brunswick County Beaches, Holden Beach Portion, General Re-evaluation Report",481505,Significant Cultural Resources,Site Conditions,6,"Significant cultural resources and/or historic properties determined eligible for, or listed on, the National Register for Historic Places (NRHP) are identified within the recommended plan. Specifically, they include abandoned shipwrecks within offshore borrows sites or along pipeline routes.",3,Likely,Likely (50% to 70%),"The offshore areas of Holden Beach are largely unsurveyed for cultural resources, but abandoned shipwrecks are recorded in the Lockwoods Folly Inlet and in nearby waters with similar bathymetry and maritime history.",,,14,Planning - Cultural Resources,PLC,1742,,5,Other,,5,0,0,0,300000,Professional judgement and previous experience identifying abandoned shipwrecks,0,0,180,Professional judgement and previous experience identifying abandoned shipwrecks,2,1,1,Active,4,Planning,3,3,Tentatively Selected Plan,6/7/2023 5:58 PM,0,9033,Chris,Dixon,306,306,1,0,0
4,PRM-4,3913,"Brunswick County Beaches, Holden Beach Portion, General Re-evaluation Report",481505,Competing Priorities for PDT,Resource Availability,5,Competing priorities effect support of the Project Delivery Team.,1,Very Unlikely,Very Unlikely (5% to 30%),"District personnel management practices, professional judgement and past experiences.",,,17,Project Management,PRM,584,,5,Other,,5,0,0,0,30000,"District personnel management practices, professional judgement and past experiences.",0,0,150,"District personnel management practices, professional judgement and past experiences.",2,1,1,Active,4,Planning,3,3,Tentatively Selected Plan,6/7/2023 6:04 PM,0,9033,Chris,Dixon,306,306,1,0,0
5,EGT-5,3913,"Brunswick County Beaches, Holden Beach Portion, General Re-evaluation Report",481505,Sufficient sand for initial construction and nourishment ,Site Conditions,6,There is a lack of sufficient sand to support the recommended plan during initial construction and nourishment events.,3,Likely,Likely (50% to 70%),The South Atlantic Coastal Study and previous offshore borings near Holden Beach.,,,3,Engineering - Geotechnical,EGT,2352,,1,Asset Condition,The project will not be able to provide the anticipated level of risk reduction for the full 50 year period of performance. ,5,2,0,0,300000,Previous contractor estimates ,0,0,180,Previous contractor estimates.,2,1,1,Active,4,Planning,3,3,Tentatively Selected Plan,6/7/2023 9:37 PM,0,9033,Chris,Dixon,306,306,0,0,0
6,EHH-6,3913,"Brunswick County Beaches, Holden Beach Portion, General Re-evaluation Report",481505,Impact of Ocean Isle Beach Terminal Groin,Info and Data Analysis,1,The immediate impacts from a non-Federal terminal groin at Ocean Isle Beach on bathymetry to nearby inlets.,2,Unlikely,Unlikely (30% to 50%),Professional judgement,,,4,Engineering - Hydrology and Hydraulics,EHH,584,,1,Asset Condition,Effects evaluation of the adjacent inlets as potential sources of sand borrow. over the 50 year project life,5,2,0,0,0,,0,0,0,,0,1,1,Active,4,Planning,3,3,Tentatively Selected Plan,6/7/2023 6:13 PM,0,9033,Chris,Dixon,299,299,0,1,1
7,CNT-7,3913,"Brunswick County Beaches, Holden Beach Portion, General Re-evaluation Report",481505,Contractor availability ,Contract Acquisition,3,The PDT is unable to award a contract for the geotechnical investigations,1,Very Unlikely,Very Unlikely (5% to 30%),Previous contract awards ,,,1,Contracting,CNT,2352,,8,Agency Strategy,"The consequence of this risk is a failure to identify borrow sources, existing and subsurface conditions for the project within established project milestones.",5,2,0,0,100000,Previous contract awards.,0,0,120,,2,1,1,Active,4,Planning,3,3,Tentatively Selected Plan,6/7/2023 9:36 PM,0,9033,Chris,Dixon,306,306,0,0,0
8,EGT-8,3913,"Brunswick County Beaches, Holden Beach Portion, General Re-evaluation Report",481505,Shared use of inlet sand borrow sources,"Stakeholder, Sponsor or Partners",9,Shared use of inlet sand borrow sources with other communities will create a volume short fall for the project.,3,Likely,Likely (50% to 70%),"Knowledge of existing, local nourishment projects",,,3,Engineering - Geotechnical,EGT,2352,,8,Agency Strategy,The consequence of this risk will determine the nourishment cycle and plan for the project.,5,2,0,0,50000,Professional judgement,0,0,180,Professional judgement,2,1,1,Active,4,Planning,3,3,Tentatively Selected Plan,6/7/2023 9:27 PM,0,9033,Chris,Dixon,306,306,0,0,0
9,PLE-9,3913,"Brunswick County Beaches, Holden Beach Portion, General Re-evaluation Report",481505,T&E species may move into recommended plan footprint,Site Conditions,6,New and/or existing threatened and endangered species are identified within the recommended plan.,2,Unlikely,Unlikely (30% to 50%),USFWS IPAC system. The Corps also has experience managing impacts to existing T&E species in the region. ,,,16,Planning - Environmental,PLE,443,,5,Other,The consequence of this risk will force consultation and coordination with resource agencies and the public to avoid or mitigate impacts. Impacts to the performance of the project after construction are unclear.,5,2,0,0,50000,Previous experience consulting under the Endangered Species Act and other environmental laws.,0,0,120,Previous experience consulting under the Endangered Species Act and other environmental laws.,2,4,4,Inactive – Entered by Error,4,Planning,3,3,Tentatively Selected Plan,6/26/2023 8:05 PM,0,584,Keith,Keeney,306,306,0,0,0
10,PLE-10,3913,"Brunswick County Beaches, Holden Beach Portion, General Re-evaluation Report",481505,Erosion and land loss calculations are inaccurate,Info and Data Analysis,1,The assumptions within the Beach Fx model concerning erosion and land loss are incorrect.,2,Unlikely,Unlikely (30% to 50%),Experience with the model,,,15,Planning - Economics,PLE,2496,,5,Other,The consequence of this risk is a failure to accurately measure the future without and the future with project conditions.,5,2,0,0,50000,Professional experience with model,0,0,90,professional experience with the model,2,1,1,Active,4,Planning,3,3,Tentatively Selected Plan,6/13/2023 7:27 PM,0,584,Keith,Keeney,306,306,0,0,0
11,PRM-11,3913,"Brunswick County Beaches, Holden Beach Portion, General Re-evaluation Report",481505,Type I Independent External Peer Review,Agency Policy and Process,7,An Independent External Project Review (IEPR) will effect study execution.,1,Very Unlikely,Very Unlikely (5% to 30%),Previous experience.,,,17,Project Management,PRM,584,,5,Other,The consequence of this risk will effect the study schedule and budget.,5,2,0,0,120000,Information from CSRM PCX,0,0,120,Information from CSRM-PCX,2,1,1,Active,4,Planning,3,3,Tentatively Selected Plan,6/13/2023 7:42 PM,0,584,Keith,Keeney,306,306,0,0,0
12,EHH-12,3913,"Brunswick County Beaches, Holden Beach Portion, General Re-evaluation Report",481505,Inclusion of sea level rise data since 1992,Info and Data Analysis,1,The study will not modify storm water levels in its models to include additional sea level rise data since 1992.,1,Very Unlikely,Very Unlikely (5% to 30%),Professional judgement,,,4,Engineering - Hydrology and Hydraulics,EHH,584,,5,Other,The consequence of risk is new data related to sea level rise and storm water levels that will force modifications to the study models.,5,2,0,0,60000,Professional judgement,0,0,120,Professional judgement,2,1,1,Active,4,Planning,3,3,Tentatively Selected Plan,6/13/2023 7:51 PM,0,584,Keith,Keeney,306,306,0,0,0
13,PRM-13,3913,"Brunswick County Beaches, Holden Beach Portion, General Re-evaluation Report",481505,3x3x3 Policy Waiver ,Agency Policy and Process,7,The request for a 3x3x3 policy waiver on the study is denied.,2,Unlikely,Unlikely (30% to 50%),Professional judgement,,,17,Project Management,PRM,584,,8,Agency Strategy,The consequence of this risk will limit the study's examination of risk effecting the community and the solutions to reduce those risks.,10,2,0,0,0,,0,0,0,,0,7,7,Inactive - Decision Made,4,Planning,3,3,Tentatively Selected Plan,6/26/2023 1:48 PM,0,584,Keith,Keeney,306,299,0,1,1
14,PLE-14,3913,"Brunswick County Beaches, Holden Beach Portion, General Re-evaluation Report",481505,existing structural inventory,Info and Data Analysis,1,First-floor elevations and structural values within existing structural inventory are inaccurate. ,1,Very Unlikely,Very Unlikely (5% to 30%),Professional experience.,,,15,Planning - Economics,PLE,5155,,5,Other,The consequence of this risk will be an inaccurate calculations of damages.,5,2,0,0,50000,Previous Experience,0,0,90,Previous experience,2,1,1,Active,4,Planning,3,3,Tentatively Selected Plan,6/13/2023 8:17 PM,0,584,Keith,Keeney,306,306,0,0,0
15,PRM-15,3913,"Brunswick County Beaches, Holden Beach Portion, General Re-evaluation Report",481505,Shared sand borrow sources,"Stakeholder, Sponsor or Partners",9,There is competition between communities on available sand borrow sources.,2,Unlikely,Unlikely (30% to 50%),Professional judgement,,,17,Project Management,PRM,584,,5,Other,"The consequence will be more negotiation, analysis and planning with resource agencies to identify acceptable borrow sources. Mitigative planning.",5,2,0,0,30000,Professional judgement,0,0,90,professional judgement,2,1,1,Active,4,Planning,3,3,Tentatively Selected Plan,6/13/2023 8:28 PM,0,584,Keith,Keeney,306,306,0,0,0
16,PRM-16,3913,"Brunswick County Beaches, Holden Beach Portion, General Re-evaluation Report",481505,Conflicts with other coastal storm projects,"Stakeholder, Sponsor or Partners",9,"The project conflicts with other coastal storm projects (local, state and Federal) in the region.",2,Unlikely,Unlikely (30% to 50%),Professional judgement,,,17,Project Management,PRM,584,,8,Agency Strategy,"The consequence  will be more negotiation, analysis and planning with resource agencies to identify acceptable borrow sources. Mitigative planning.",5,2,0,0,30000,Professional judgement,0,0,90,professional judgement.,2,1,1,Active,4,Planning,3,3,Tentatively Selected Plan,6/13/2023 8:34 PM,0,584,Keith,Keeney,306,306,0,0,0
