"PROJECT_ID","PROJECT_NAME","PROJECT_NAME_1","P2_SUB_IDENTIFIER","RISK_ID","RISK_IDENTIFIER","RISK_TREATMENT_ID","RISK_TREATMENT_IDENTIFIER","RISKOWNERDISCIPLINE","RISKTREATMENTTYPE","PROPOSED_RISK_TREATMENT","COST_IMPACT_RISK_TREATMENT","SCHEDULE_IMPACT_RISK_TREATMENT","RECOMMENDED_BY_PDT","IMPLEMENTED","LOCKSTATUS","EDITDATE"
4375,"Tennessee Tombigbee and Black Warrior Tombigbee Waterway Navigation Improvement Study","Tennessee Tombigbee and Black Warrior Tombigbee Waterway Navigation Improvement Study","",19,"PLE-19",1,"PLE-19-1","Planning - Economics","","Communication with PDT on changes to schedule as iterative screening takes place
",0,0,0,0,0,04-DEC-23
4375,"Tennessee Tombigbee and Black Warrior Tombigbee Waterway Navigation Improvement Study","Tennessee Tombigbee and Black Warrior Tombigbee Waterway Navigation Improvement Study","",6,"PLN-6",1,"PLN-6-1","Planning - Environmental","Avoidance","Improve communication; gain Vertical Team alignment to TSP",0,0,0,0,0,04-DEC-23
4375,"Tennessee Tombigbee and Black Warrior Tombigbee Waterway Navigation Improvement Study","Tennessee Tombigbee and Black Warrior Tombigbee Waterway Navigation Improvement Study","",7,"PLN-7",1,"PLN-7-1","Planning - Environmental","Avoidance","Coordinate early and often with the appropriate permitting/review agencies to facilitate and expedite the process.",0,0,0,0,0,04-DEC-23
4375,"Tennessee Tombigbee and Black Warrior Tombigbee Waterway Navigation Improvement Study","Tennessee Tombigbee and Black Warrior Tombigbee Waterway Navigation Improvement Study","",8,"PLN-8",1,"PLN-8-1","Planning - Environmental","Avoidance","Request data from cooperating agencies.",0,0,0,0,0,04-DEC-23
4375,"Tennessee Tombigbee and Black Warrior Tombigbee Waterway Navigation Improvement Study","Tennessee Tombigbee and Black Warrior Tombigbee Waterway Navigation Improvement Study","",9,"PLN-9",1,"PLN-9-1","Planning - Environmental","Avoidance","Identify suitability of material for within-bank placement, upland placement, new placement areas and beneficial use locations.   ",0,0,0,0,0,04-DEC-23
4375,"Tennessee Tombigbee and Black Warrior Tombigbee Waterway Navigation Improvement Study","Tennessee Tombigbee and Black Warrior Tombigbee Waterway Navigation Improvement Study","",10,"PLN-10",1,"PLN-10-1","Planning - Environmental","Avoidance","Coordinate early and often with the appropriate agencies to resolve issues.",0,0,0,0,0,04-DEC-23
4375,"Tennessee Tombigbee and Black Warrior Tombigbee Waterway Navigation Improvement Study","Tennessee Tombigbee and Black Warrior Tombigbee Waterway Navigation Improvement Study","",3,"PRM-3",1,"PRM-3-1","Project Management","Transfer/Share","Ensure engagement with vertical chain for awareness of any proposed funding changes.",0,7,0,0,0,04-DEC-23
4375,"Tennessee Tombigbee and Black Warrior Tombigbee Waterway Navigation Improvement Study","Tennessee Tombigbee and Black Warrior Tombigbee Waterway Navigation Improvement Study","",3,"PRM-3",2,"PRM-3-2","Project Management","Accept","Risk has been repeatedly communicated and openly discussed with PDT, leadership, and Vertical Team. Consequences of the risk being realized is known.",0,0,0,0,0,06-DEC-23
4375,"Tennessee Tombigbee and Black Warrior Tombigbee Waterway Navigation Improvement Study","Tennessee Tombigbee and Black Warrior Tombigbee Waterway Navigation Improvement Study","",15,"RLE-15",1,"RLE-15-1","Real Estate","Avoidance","Perform gross appraisal/appraisal analysis as soon as sufficient plan detail is available",0,0,0,0,0,04-DEC-23
4375,"Tennessee Tombigbee and Black Warrior Tombigbee Waterway Navigation Improvement Study","Tennessee Tombigbee and Black Warrior Tombigbee Waterway Navigation Improvement Study","",35,"RLE-35",1,"RLE-35-1","Real Estate","Avoidance","If possible, the risk should be avoidance",0,30,0,0,0,06-DEC-23
4375,"Tennessee Tombigbee and Black Warrior Tombigbee Waterway Navigation Improvement Study","Tennessee Tombigbee and Black Warrior Tombigbee Waterway Navigation Improvement Study","",13,"RLE-13",1,"RLE-13-1","Real Estate","Avoidance","Use available models and tools to provide adequate information to conduct accurate habitat impacts assessments to compare impacts across  alternatives to determine mitigation requirements. ",0,0,0,0,0,04-DEC-23
4375,"Tennessee Tombigbee and Black Warrior Tombigbee Waterway Navigation Improvement Study","Tennessee Tombigbee and Black Warrior Tombigbee Waterway Navigation Improvement Study","",14,"RLE-14",1,"RLE-14-1","Real Estate","Avoidance","Closely coordinating w/ local 
stakeholders and other agencies",0,0,0,0,0,04-DEC-23
4375,"Tennessee Tombigbee and Black Warrior Tombigbee Waterway Navigation Improvement Study","Tennessee Tombigbee and Black Warrior Tombigbee Waterway Navigation Improvement Study","",12,"RLE-12",1,"RLE-12-1","Real Estate","Avoidance","Closely coordinating RE requirements with EN, OP, PM, and RE
",0,0,0,0,0,04-DEC-23
4375,"Tennessee Tombigbee and Black Warrior Tombigbee Waterway Navigation Improvement Study","Tennessee Tombigbee and Black Warrior Tombigbee Waterway Navigation Improvement Study","",17,"RLE-17",1,"RLE-17-1","Real Estate","Avoidance","PDT/ Vertical Team coordination in conjunction with milestone meetings.",0,0,0,0,0,04-DEC-23
4375,"Tennessee Tombigbee and Black Warrior Tombigbee Waterway Navigation Improvement Study","Tennessee Tombigbee and Black Warrior Tombigbee Waterway Navigation Improvement Study","",35,"RLE-35",3,"RLE-35-3","Real Estate","Prevention","Identify utilities through geodatabases and available information",0,30,0,0,0,06-DEC-23
4375,"Tennessee Tombigbee and Black Warrior Tombigbee Waterway Navigation Improvement Study","Tennessee Tombigbee and Black Warrior Tombigbee Waterway Navigation Improvement Study","",35,"RLE-35",2,"RLE-35-2","Real Estate","Transfer/Share","If the TSP involves a uniform deepening of the waterway, then acceptance is the only alternative besides mitigation to the extent possible (obtaining any available data).  ",0,0,0,0,0,06-DEC-23
4375,"Tennessee Tombigbee and Black Warrior Tombigbee Waterway Navigation Improvement Study","Tennessee Tombigbee and Black Warrior Tombigbee Waterway Navigation Improvement Study","",16,"RLE-16",1,"RLE-16-1","Real Estate","Transfer/Share","High Cost and Schedule increase if a utility line is found to be w/in the deepening/widening area and relocation is necessary by Atty Opinion of Compensability.  Unforeseen pipelines may be unavoidable, and in this case, the recommendation is to accept the risk and proceed.",500000,365,0,0,0,06-DEC-23
4375,"Tennessee Tombigbee and Black Warrior Tombigbee Waterway Navigation Improvement Study","Tennessee Tombigbee and Black Warrior Tombigbee Waterway Navigation Improvement Study","",18,"RLE-18",1,"RLE-18-1","Real Estate","Transfer/Share","Public outreach and coordination with PM",0,0,0,0,0,04-DEC-23
4375,"Tennessee Tombigbee and Black Warrior Tombigbee Waterway Navigation Improvement Study","Tennessee Tombigbee and Black Warrior Tombigbee Waterway Navigation Improvement Study","",5,"PGM-5",1,"PGM-5-1","Programs Management","","Establish clear lines and protocols for communication, maintain transparency and regularly schedule stakeholder engagement",0,0,0,0,0,04-DEC-23
3914,"Surf City Beach Construction PL 116-20","Surf City Beach Construction PL 116-20","",5,"CNT-5",1,"CNT-5-1","Contracting","Transfer/Share","Continue to seek qualified contractors for construction of the project through the Federal acquisition process.",50000,20,1,0,0,06-JUN-23
3914,"Surf City Beach Construction PL 116-20","Surf City Beach Construction PL 116-20","",8,"EGT-8",1,"EGT-8-1","Engineering - Geotechnical","Prevention","Solicit for vibracore contract to further delineate sands for nourishment",220000,120,1,0,0,06-JUN-23
3914,"Surf City Beach Construction PL 116-20","Surf City Beach Construction PL 116-20","",8,"EGT-8",3,"EGT-8-3","Engineering - Geotechnical","Prevention","Deploy rock boxes for beach placement screening",1000000,90,0,0,0,06-JUN-23
3914,"Surf City Beach Construction PL 116-20","Surf City Beach Construction PL 116-20","",1,"EGT-1",1,"EGT-1-1","Engineering - Geotechnical","Prevention","Award vibracore contract to identify suitable sand in closer proximity.",200000,90,1,0,0,06-JUN-23
3914,"Surf City Beach Construction PL 116-20","Surf City Beach Construction PL 116-20","",6,"EGT-6",1,"EGT-6-1","Engineering - Geotechnical","Transfer/Share","Use rock boxes, disposal of rock material and accept slow production.",0,45,0,0,0,06-JUN-23
3914,"Surf City Beach Construction PL 116-20","Surf City Beach Construction PL 116-20","",8,"EGT-8",2,"EGT-8-2","Engineering - Geotechnical","Transfer/Share","Accept that nourishment material may have to be hauled a longer distance",250000,30,0,0,0,06-JUN-23
3914,"Surf City Beach Construction PL 116-20","Surf City Beach Construction PL 116-20","",1,"EGT-1",2,"EGT-1-2","Engineering - Geotechnical","Transfer/Share","Accept that available sands may have to be transported a longer distance. ",1000000,30,0,0,0,06-JUN-23
3914,"Surf City Beach Construction PL 116-20","Surf City Beach Construction PL 116-20","",3,"EHH-3",1,"EHH-3-1","Engineering - Hydrology and Hydraulics","Prevention","Development of an Adaption plan and communicate risk to NFS",50000,60,1,0,0,06-JUN-23
3914,"Surf City Beach Construction PL 116-20","Surf City Beach Construction PL 116-20","",2,"ECV-2",1,"ECV-2-1","Engineering - Civil","Transfer/Share","Communicate to the non-Federal Sponsor the risks associated with backbay flooding for the project.",0,0,1,0,0,06-JUN-23
3914,"Surf City Beach Construction PL 116-20","Surf City Beach Construction PL 116-20","",4,"LGL-4",1,"LGL-4-1","Office of Counsel","Transfer/Share","Coordinate with government resource agencies and work closely with environmental ",0,0,0,0,0,06-JUN-23
3914,"Surf City Beach Construction PL 116-20","Surf City Beach Construction PL 116-20","",7,"RLE-7",1,"RLE-7-1","Real Estate","Avoidance","Remove from project.",0,15,1,0,0,06-JUN-23
3913,"Brunswick County Beaches, Holden Beach Portion, General Re-evaluation Report","Brunswick County Beaches, Holden Beach Portion, General Re-evaluation Report","",7,"CNT-7",1,"CNT-7-1","Contracting","Avoidance","1. Identify several contractors during market analysis and award to different contractor.  2. Look at internal support for the data collection. All actions about this risk should be addressed before the TSP and ADM milestones",50000,180,1,1,0,13-JUL-23
3913,"Brunswick County Beaches, Holden Beach Portion, General Re-evaluation Report","Brunswick County Beaches, Holden Beach Portion, General Re-evaluation Report","",5,"EGT-5",1,"EGT-5-1","Engineering - Geotechnical","Avoidance","1. Consolidate existing data, 2. Identify new sand sources thorough geotechnical investigation, 3. Quantify available sand within inlets and 4.Identify potential off-shore deposits.  The risk should be addressed before ADM milestone:",100000,90,1,1,0,13-JUL-23
3913,"Brunswick County Beaches, Holden Beach Portion, General Re-evaluation Report","Brunswick County Beaches, Holden Beach Portion, General Re-evaluation Report","",19,"EGT-19",1,"EGT-19-1","Engineering - Geotechnical","Avoidance","1) Coordination with PDT, senior leadership, resource agencies, and NFS to identify and avoid these hazards within proposed borrow sites. 2) Develop strategy to mitigate the impact of these hazards, if encountered.",50000,60,1,0,0,26-JUN-23
3913,"Brunswick County Beaches, Holden Beach Portion, General Re-evaluation Report","Brunswick County Beaches, Holden Beach Portion, General Re-evaluation Report","",20,"EGT-20",1,"EGT-20-1","Engineering - Geotechnical","Prevention","1) Identify locations of the materials through additional survey. 2) Identify sand borrow locations near the project that possesses few to none for the materials. 3) acquire special equipment to prevent dredging up tires and putting them on the beach.",500000,150,1,1,0,13-JUL-23
3913,"Brunswick County Beaches, Holden Beach Portion, General Re-evaluation Report","Brunswick County Beaches, Holden Beach Portion, General Re-evaluation Report","",8,"EGT-8",1,"EGT-8-1","Engineering - Geotechnical","Prevention","1. Develop sharing agreement on inlet borrow sources, 2. Location additional off-shore borrow sources.
All actions about this risk should be addressed before TSP and ADM study milestones",50000,90,1,0,0,13-JUL-23
3913,"Brunswick County Beaches, Holden Beach Portion, General Re-evaluation Report","Brunswick County Beaches, Holden Beach Portion, General Re-evaluation Report","",12,"EHH-12",1,"EHH-12-1","Engineering - Hydrology and Hydraulics","Avoidance","1) Reach out to vertical team to strategies solutions. 2) Acquire additional data and input into models, as needed.  3) Examine the results and share with PDT. 4) Adjust benefits calculations and formulation, as needed.",25000,60,1,0,0,13-JUN-23
3913,"Brunswick County Beaches, Holden Beach Portion, General Re-evaluation Report","Brunswick County Beaches, Holden Beach Portion, General Re-evaluation Report","",6,"EHH-6",1,"EHH-6-1","Engineering - Hydrology and Hydraulics","Transfer/Share","Communicate risk to senior leadership, command, and non-Federal Sponsor. ",0,0,1,0,0,07-JUN-23
3913,"Brunswick County Beaches, Holden Beach Portion, General Re-evaluation Report","Brunswick County Beaches, Holden Beach Portion, General Re-evaluation Report","",3,"PLC-3",1,"PLC-3-1","Planning - Cultural Resources","Avoidance","Consultation and coordination with the SHPO, tribes and the public under Section 106 of the NHPA. Development of a Programmatic Agreement, if needed. Coordinate identification efforts with geotechnical vibracore exploration.",20000,90,1,0,0,07-JUN-23
3913,"Brunswick County Beaches, Holden Beach Portion, General Re-evaluation Report","Brunswick County Beaches, Holden Beach Portion, General Re-evaluation Report","",18,"PLC-18",1,"PLC-18-1","Planning - Cultural Resources","Prevention","Develop a programmatic agreement with consulting parties that initiates consultation under Section 106, evaluates structures within the APE and  their eligibility for listing to the NRHP, and determines the effect to these properties by the proposed undertaking.",50000,120,1,0,0,26-JUN-23
3913,"Brunswick County Beaches, Holden Beach Portion, General Re-evaluation Report","Brunswick County Beaches, Holden Beach Portion, General Re-evaluation Report","",10,"PLE-10",1,"PLE-10-1","Planning - Economics","Avoidance","1. Make vertical team aware of output concern and seek assistance  2. Spend additional time trouble shooting model and finding  possible solutions.  3. Run volumes that are estimated by Beach-fx for confirmation that the volumes seem reasonable given the template and nourishment frequency.",10000,30,1,0,0,13-JUN-23
3913,"Brunswick County Beaches, Holden Beach Portion, General Re-evaluation Report","Brunswick County Beaches, Holden Beach Portion, General Re-evaluation Report","",14,"PLE-14",1,"PLE-14-1","Planning - Economics","Avoidance","1) Examine a sample of first floor elevations. 2) Use RS means (tool) to update values. ",20000,30,1,0,0,13-JUN-23
3913,"Brunswick County Beaches, Holden Beach Portion, General Re-evaluation Report","Brunswick County Beaches, Holden Beach Portion, General Re-evaluation Report","",17,"PLN-17",1,"PLN-17-1","Planning - Environmental","Avoidance","1) Staying engaged with the PDT, senior leadership, resource agencies, and NFS throughout the study. 2) Offer recommendations to measures and alternatives that avoid and minimize impacts to significant cultural and environmental resources within the study area. ",50000,120,1,0,0,26-JUN-23
3913,"Brunswick County Beaches, Holden Beach Portion, General Re-evaluation Report","Brunswick County Beaches, Holden Beach Portion, General Re-evaluation Report","",2,"PLN-2",1,"PLN-2-1","Planning - Environmental","Avoidance","Risk will be managed through normal coordination with  environmental resource agencies.",10000,90,1,0,0,07-JUN-23
3913,"Brunswick County Beaches, Holden Beach Portion, General Re-evaluation Report","Brunswick County Beaches, Holden Beach Portion, General Re-evaluation Report","",9,"PLN-9",1,"PLN-9-1","Planning - Environmental","Avoidance","Complete normal coordination with resource agencies.",0,0,1,0,0,12-JUN-23
3913,"Brunswick County Beaches, Holden Beach Portion, General Re-evaluation Report","Brunswick County Beaches, Holden Beach Portion, General Re-evaluation Report","",4,"PRM-4",1,"PRM-4-1","Project Management","Avoidance","1. Coordinate with supervisors about additional support. 2. Reach out to other Districts, Divisions and appropriate Communities of Practice for additional support.",15000,90,1,0,0,07-JUN-23
3913,"Brunswick County Beaches, Holden Beach Portion, General Re-evaluation Report","Brunswick County Beaches, Holden Beach Portion, General Re-evaluation Report","",16,"PRM-16",1,"PRM-16-1","Project Management","Avoidance","1) Inform leadership and command. 2) Meeting with resource agencies. 3) Engagement with adjacent communities (regulatory actions). 4) Develop plan of action or scenario for sharing of available resources.",10000,30,1,0,0,13-JUN-23
3913,"Brunswick County Beaches, Holden Beach Portion, General Re-evaluation Report","Brunswick County Beaches, Holden Beach Portion, General Re-evaluation Report","",11,"PRM-11",1,"PRM-11-1","Project Management","Avoidance","1. Engage with CSRM PCX to schedule an IEPR. 2) Adjust project schedule and re-work budget.",120000,60,1,1,0,13-JUN-23
3913,"Brunswick County Beaches, Holden Beach Portion, General Re-evaluation Report","Brunswick County Beaches, Holden Beach Portion, General Re-evaluation Report","",13,"PRM-13",1,"PRM-13-1","Project Management","Accept","1) Submit a 3x3x3 policy waiver, 2) communicate with vertical team increased risk and uncertainty regarding the study ",50000,60,1,1,0,13-JUN-23
3913,"Brunswick County Beaches, Holden Beach Portion, General Re-evaluation Report","Brunswick County Beaches, Holden Beach Portion, General Re-evaluation Report","",21,"RLE-21",1,"RLE-21-1","Real Estate","Transfer/Share","New way of determining RE value for easements. Will adds costs to the recommended plan, benefit-cost evaluation and cost-share for the project",30000,0,1,0,0,28-FEB-24
3913,"Brunswick County Beaches, Holden Beach Portion, General Re-evaluation Report","Brunswick County Beaches, Holden Beach Portion, General Re-evaluation Report","",15,"COM-15",1,"COM-15-1","Public Affairs","Accept","1) Inform leadership and command. 2) Meeting with resource agencies. 3) Engagement with adjacent communities related to regulatory actions. 4) Develop plan of action or scenario for sharing of available resources.",25000,60,1,0,0,13-JUN-23
3691,"San Diego County Shoreline - Oceanside, CA, Mitigation Study","San Diego County Shoreline - Oceanside, CA, Mitigation Study","",5,"EHH-5",1,"EHH-5-1","Engineering - Hydrology and Hydraulics","Prevention","Through coordination with local agencies and organizations we can determine this issue early on and focus efforts on effective sediment sources.

# Need additional feedback on the site conditions in terms of sediment availability and odds of needing alternative sources & delivery mechanism. Also need an estimate on cost and time to resolve issue.",0,0,0,0,0,24-MAR-23
3691,"San Diego County Shoreline - Oceanside, CA, Mitigation Study","San Diego County Shoreline - Oceanside, CA, Mitigation Study","",2,"EHH-2",1,"EHH-2-1","Engineering - Hydrology and Hydraulics","Transfer/Share","The team is recommended a more conservative approach than the current science is forecasting. Current science indicates a likelihood of low sea level rise at this location. The team is proposing to use a moderate sea-level rise for modeling. The design could be scaled back at the time of construction phase, if deemed desirable.",0,0,0,0,0,22-MAR-23
3691,"San Diego County Shoreline - Oceanside, CA, Mitigation Study","San Diego County Shoreline - Oceanside, CA, Mitigation Study","",4,"EHH-4",1,"EHH-4-1","Engineering - Hydrology and Hydraulics","Transfer/Share","Coordinate further with CSRM-PCX on approval for models to ensure our models are approved, and submittal for review is done well in advance to allow ample time for review.",0,0,0,0,0,23-MAR-23
3691,"San Diego County Shoreline - Oceanside, CA, Mitigation Study","San Diego County Shoreline - Oceanside, CA, Mitigation Study","",14,"EHH-14",1,"EHH-14-1","Engineering - Hydrology and Hydraulics","Transfer/Share","Tolerate risk.",0,0,0,0,0,25-JAN-24
3691,"San Diego County Shoreline - Oceanside, CA, Mitigation Study","San Diego County Shoreline - Oceanside, CA, Mitigation Study","",12,"EHH-12",1,"EHH-12-1","Engineering - Hydrology and Hydraulics","Transfer/Share","Tolerate the risk. Cost impacts due to potential FWP deviation from model predictions would not be significantly reduced with increased analysis and evaluation.",0,0,0,0,0,11-FEB-24
3691,"San Diego County Shoreline - Oceanside, CA, Mitigation Study","San Diego County Shoreline - Oceanside, CA, Mitigation Study","",13,"EHH-13",1,"EHH-13-1","Engineering - Hydrology and Hydraulics","Transfer/Share","Through coordination with local agencies and organizations, the issue can be determined early on in the 50-year project to focus efforts on effective sediment sources. Additional geological investigation may be required.",0,0,0,0,0,12-FEB-24
3691,"San Diego County Shoreline - Oceanside, CA, Mitigation Study","San Diego County Shoreline - Oceanside, CA, Mitigation Study","",15,"EHH-15",1,"EHH-15-1","Engineering - Hydrology and Hydraulics","Transfer/Share","Tolerate the risk and communicate the issues. Utilization of a high-fidelity wave model coupled with sediment transport could be implemented to represent conditions during a storm event more accurately, but would require calibration with actual storm data. Additional modeling would marginally reduce uncertainty.",0,0,0,0,0,12-FEB-24
3691,"San Diego County Shoreline - Oceanside, CA, Mitigation Study","San Diego County Shoreline - Oceanside, CA, Mitigation Study","",8,"PLP-8",1,"PLP-8-1","Planning - Plan Formulation","Prevention","The team will attempt to minimize the risk and will do so by distributing writing tasks throughout the team, and efforts on the planner's end will be aimed at coordinating the team to proper plan formulation procedure. ",0,0,0,0,0,27-MAR-23
3691,"San Diego County Shoreline - Oceanside, CA, Mitigation Study","San Diego County Shoreline - Oceanside, CA, Mitigation Study","",9,"PLN-9",1,"PLN-9-1","Planning - Environmental","Prevention","The team will coordinate with appropriate partners and internal personnel (PCX) to ensure project scope remains limited and account for effects, if any, on local endangered species to avoid any additional changes further in the process. ",0,0,0,0,0,03-APR-23
3831,"Imperial Streams and Salton Sea Ecosystem Restoration","Imperial Streams and Salton Sea Ecosystem Restoration","",2,"PLP-2",1,"PLP-2-1","Planning - Plan Formulation","Prevention","Seek policy exception; prepare an MOU or MOA with federal agencies; coordinate with federal land owners (Bureau of Recreation, Bureau of Land Management, Bureau of Indian Affairs, US Fish and Wildlife Service) early in the study process.",68000,0,1,0,0,25-MAY-23
4273,"Carpinteria Shoreline","Carpinteria Shoreline","",6,"EGT-6",2,"EGT-6-2","Engineering - Geotechnical","Prevention","Conduct a geologic investigation of the potential borrow sources",250000,210,0,0,0,30-OCT-23
4273,"Carpinteria Shoreline","Carpinteria Shoreline","",1,"EGT-1",1,"EGT-1-1","Engineering - Geotechnical","Transfer/Share","Acceptable risk",0,0,0,1,0,20-OCT-23
4273,"Carpinteria Shoreline","Carpinteria Shoreline","",6,"EGT-6",1,"EGT-6-1","Engineering - Geotechnical","Transfer/Share","Accept the risk during the feasibility level stage, provide for a investigation routine to be performed during the implementation phase.",0,0,1,1,0,30-OCT-23
4273,"Carpinteria Shoreline","Carpinteria Shoreline","",10,"EHH-10",2,"EHH-10-2","Engineering - Hydrology and Hydraulics","Prevention","Conduct a storm response study on the native shoreline to better quantify the post-storm recovery.",80000,60,0,0,0,30-OCT-23
4273,"Carpinteria Shoreline","Carpinteria Shoreline","",7,"EHH-7",2,"EHH-7-2","Engineering - Hydrology and Hydraulics","Prevention","Conduct an additional study to investigate the implications of incorrect numerical modeling results.",250000,180,0,0,0,30-OCT-23
4273,"Carpinteria Shoreline","Carpinteria Shoreline","",10,"EHH-10",1,"EHH-10-1","Engineering - Hydrology and Hydraulics","Transfer/Share","Accept the risk as-is. Use values typical of other similar feasibility studies using Beach-fx.",0,0,1,1,0,30-OCT-23
4273,"Carpinteria Shoreline","Carpinteria Shoreline","",11,"EHH-11",1,"EHH-11-1","Engineering - Hydrology and Hydraulics","Transfer/Share","Future changes to the sediment budgets is out of the scope of this study and are applicable to the larger Southern California region in general.",0,0,1,1,0,30-OCT-23
4273,"Carpinteria Shoreline","Carpinteria Shoreline","",7,"EHH-7",1,"EHH-7-1","Engineering - Hydrology and Hydraulics","Transfer/Share","Accept modeling in one-dimension and apply to the project site. Conduct an sensitivity analysis on the modeled runup and overtopping. It is assumed that deviations of modeled results from the observed results will be on the order of 1 foot.",0,0,1,1,0,30-OCT-23
4273,"Carpinteria Shoreline","Carpinteria Shoreline","",9,"EHH-9",1,"EHH-9-1","Engineering - Hydrology and Hydraulics","Transfer/Share","Accept the risk",0,0,0,0,0,30-OCT-23
4273,"Carpinteria Shoreline","Carpinteria Shoreline","",4,"EHH-4",1,"EHH-4-1","Engineering - Hydrology and Hydraulics","Transfer/Share","Accept risk as stated. Conduct a sensitivity analysis of the underlying numerical model to present how the effects due to climate change may impact the current analysis. This risk and response has been included in initial project formulation and analysis.",0,0,1,1,0,30-OCT-23
4273,"Carpinteria Shoreline","Carpinteria Shoreline","",5,"EHH-5",1,"EHH-5-1","Engineering - Hydrology and Hydraulics","Transfer/Share","Since Beach-fx is the approved model for this type of project, the risk should be accepted. Potential implications will be discussed in the main report.",0,0,1,1,0,30-OCT-23
4273,"Carpinteria Shoreline","Carpinteria Shoreline","",9,"EHH-9",2,"EHH-9-2","Engineering - Hydrology and Hydraulics","","Develop an algorithm to include the winter berm program within Beach-fx.",0,0,1,1,0,30-OCT-23
4273,"Carpinteria Shoreline","Carpinteria Shoreline","",14,"ECV-14",1,"ECV-14-1","Engineering - Civil","Prevention","Require subsurface mapping before any excavation is allowed",40000,3,1,0,0,01-NOV-23
4273,"Carpinteria Shoreline","Carpinteria Shoreline","",13,"ECV-13",1,"ECV-13-1","Engineering - Civil","Transfer/Share","Accept risk. If Contractor proposes other methods or equipment than analyzed, then address at that time.",0,0,1,0,0,01-NOV-23
4278,"RIO SALADO OESTE ECOSYSTEM RESTORATION PROJECT","RIO SALADO OESTE ECOSYSTEM RESTORATION PROJECT","",3,"EHH-3",1,"EHH-3-1","Engineering - Hydrology and Hydraulics","Prevention","Coordinate with sponsor and local agencies to ensure reliable water budget",0,0,1,1,0,29-NOV-23
4278,"RIO SALADO OESTE ECOSYSTEM RESTORATION PROJECT","RIO SALADO OESTE ECOSYSTEM RESTORATION PROJECT","",6,"EHH-6",1,"EHH-6-1","Engineering - Hydrology and Hydraulics","Transfer/Share","Document and communicate risk and schedule with sponsor and vertical team",0,0,1,1,0,29-NOV-23
4278,"RIO SALADO OESTE ECOSYSTEM RESTORATION PROJECT","RIO SALADO OESTE ECOSYSTEM RESTORATION PROJECT","",4,"ECV-4",1,"ECV-4-1","Engineering - Civil","Prevention","Coordinate with sponsor and local agencies to gain understanding of timing and constraints around ongoing and future operations to ensure long-term success of restoration features",0,0,1,0,0,29-NOV-23
4278,"RIO SALADO OESTE ECOSYSTEM RESTORATION PROJECT","RIO SALADO OESTE ECOSYSTEM RESTORATION PROJECT","",7,"PLP-7",1,"PLP-7-1","Planning - Plan Formulation","Transfer/Share","Define riparian and wetland habitat types early.",0,0,1,1,0,29-NOV-23
4278,"RIO SALADO OESTE ECOSYSTEM RESTORATION PROJECT","RIO SALADO OESTE ECOSYSTEM RESTORATION PROJECT","",7,"PLP-7",2,"PLP-7-2","Planning - Plan Formulation","Transfer/Share","Coordinate with vertical team and Eco PCX.",0,0,1,1,0,29-NOV-23
4278,"RIO SALADO OESTE ECOSYSTEM RESTORATION PROJECT","RIO SALADO OESTE ECOSYSTEM RESTORATION PROJECT","",2,"PLC-2",1,"PLC-2-1","Planning - Cultural Resources","Prevention","Coordinate with tribes to better understand their concerns and how they might affect plan formulation",0,0,1,0,0,29-NOV-23
4278,"RIO SALADO OESTE ECOSYSTEM RESTORATION PROJECT","RIO SALADO OESTE ECOSYSTEM RESTORATION PROJECT","",5,"PLN-5",1,"PLN-5-1","Planning - Environmental","Transfer/Share","Maximize use of drought resilient vegetation.",0,0,1,0,0,29-NOV-23
4278,"RIO SALADO OESTE ECOSYSTEM RESTORATION PROJECT","RIO SALADO OESTE ECOSYSTEM RESTORATION PROJECT","",5,"PLN-5",2,"PLN-5-2","Planning - Environmental","Transfer/Share","Ensure features are resilient to infrequent high-water events",0,0,1,0,0,29-NOV-23
4073,"Lower Rio Grande Valley Watershed Assessment, TX","Lower Rio Grande Valley Watershed Assessment, TX","",5,"EHH-5",1,"EHH-5-1","Engineering - Hydrology and Hydraulics","Prevention","Coordinate with GLO and the AE team. This will keep us informed, but we still have no option to adjust their schedule. Same with other current studies.",0,0,1,0,0,04-OCT-23
4073,"Lower Rio Grande Valley Watershed Assessment, TX","Lower Rio Grande Valley Watershed Assessment, TX","",5,"EHH-5",2,"EHH-5-2","Engineering - Hydrology and Hydraulics","Prevention","Team will continue to use best existing data (BLE, TWDB Flood Quilt, and FIRMs) to develop the initial strategies and refine as new information becomes available.",0,0,1,0,0,04-OCT-23
4073,"Lower Rio Grande Valley Watershed Assessment, TX","Lower Rio Grande Valley Watershed Assessment, TX","",4,"PLP-4",1,"PLP-4-1","Planning - Plan Formulation","Prevention","Have planning charette/workshops/meetings.
Include groups into the PDT, agencies equally invested in successful project.",0,0,1,1,0,04-OCT-23
4073,"Lower Rio Grande Valley Watershed Assessment, TX","Lower Rio Grande Valley Watershed Assessment, TX","",4,"PLP-4",2,"PLP-4-2","Planning - Plan Formulation","Prevention","Get feedback from PDT at weekly meetings",0,0,1,1,0,04-OCT-23
4073,"Lower Rio Grande Valley Watershed Assessment, TX","Lower Rio Grande Valley Watershed Assessment, TX","",4,"PLP-4",3,"PLP-4-3","Planning - Plan Formulation","Prevention","Gather existing data/reports.",0,0,1,1,0,04-OCT-23
