PROJECT_ID,PROJECT_NAME,P2_SUB_IDENTIFIER,RISK_ID,RISK_IDENTIFIER,RISK_TREATMENT_ID,RISK_TREATMENT_IDENTIFIER,RISKOWNERDISCIPLINE,RISKTREATMENTTYPE,PROPOSED_RISK_TREATMENT,COST_IMPACT_RISK_TREATMENT,SCHEDULE_IMPACT_RISK_TREATMENT,RECOMMENDED_BY_PDT,IMPLEMENTED,LOCKSTATUS,EDITDATE
4691,Modified Central City - Programmatic,PGM,20,PGM-20,1,PGM-20-1,Programs Management,NA,Run schedule with additional work shift to quantify the benefit to each Period of Performance.,0,0,1,0,0,5/21/2024 11:57 PM
4691,Modified Central City - Programmatic,PGM,20,PGM-20,2,PGM-20-2,Programs Management,Prevention,Identify alternatives to more efficiently construct and remove features from driving critical path.,0,0,1,0,0,5/21/2024 11:57 PM
4691,Modified Central City - Programmatic,PGM,20,PGM-20,3,PGM-20-3,Programs Management,Transfer/Share,Identify appropriate amount of schedule contingency necessary to manage expectations.,0,0,1,0,0,5/21/2024 11:58 PM
4691,Modified Central City - Programmatic,PGM,20,PGM-20,4,PGM-20-4,Programs Management,Transfer/Share,Develop talking points for increased durations due to progressed design and actions the PDT has taken to mitigate.,0,0,1,0,0,5/21/2024 11:58 PM
4691,Modified Central City - Programmatic,PGM,21,PGM-21,1,PGM-21-1,Programs Management,NA,Run schedule with additional work shift to quantify the benefit to each Period of Performance.,0,0,1,0,0,5/22/2024
4691,Modified Central City - Programmatic,PGM,13,RLE-13,1,RLE-13-1,Real Estate,Prevention,Conduct workshops to obtain information necessary to make attorney's opinion of compesability determinations.,0,0,1,0,0,4/23/2024 1:33 PM
4234,The Hoosic River,NA,10,ECV-10,1,ECV-10-1,Engineering - Civil,Prevention,The PDT will monitor the impacts of the FEMA regulations and proactively avoid potential impacts as much as possible. ,1500,10,0,0,0,7/11/2024 2:50 PM
5534,Town of Davy Water Treatment Plant Upgrade,NA,1,PRM-1,1,PRM-1-1,Project Management,Avoidance,Frequent communication with Sponsor to promote understanding of next steps of the project,500,22,0,0,0,7/23/2024 6:59 PM
5534,Town of Davy Water Treatment Plant Upgrade,NA,2,PRM-2,1,PRM-2-1,Project Management,Avoidance,Frequent communication with Sponsor to promote understanding of next steps of the project and requirements to bid construction contract,500,22,0,0,0,7/23/2024 7:01 PM
5534,Town of Davy Water Treatment Plant Upgrade,NA,3,PRM-3,1,PRM-3-1,Project Management,Avoidance,Frequent communication with sponsor to understand Sponsor's time to begin design or construction work,500,22,0,0,0,7/23/2024 7:02 PM
5534,Town of Davy Water Treatment Plant Upgrade,NA,4,PRM-4,1,PRM-4-1,Project Management,Avoidance,Early coordination with Sponsor to request necessary information for the US FWS review,0,22,0,0,0,7/23/2024 7:03 PM
5534,Town of Davy Water Treatment Plant Upgrade,NA,5,PRM-5,1,PRM-5-1,Project Management,Avoidance,Frequent communication with sponsor to understand Sponsor's time to source additional funding or required materials,500,44,0,0,0,7/23/2024 7:05 PM
5534,Town of Davy Water Treatment Plant Upgrade,NA,6,PRM-6,1,PRM-6-1,Project Management,Avoidance,Frequent communication with Sponsor to promote understanding of extended timeline required for claiming LERRDs crediting,500,0,0,0,0,7/23/2024 7:06 PM
4732,Modified Central City - North Bypass Channel,BCN,10,EGT-10,1,EGT-10-1,Engineering - Geotechnical,Avoidance,Cemetery Outfall was determined to be integral to the levee to maintain postivie stormwater conveyance and will be constructed with the North Bypass Channel.,0,0,0,1,0,4/23/2024 2:18 PM
4732,Modified Central City - North Bypass Channel,BCN,10,EGT-10,2,EGT-10-2,Engineering - Geotechnical,Prevention,"FIO, to include information on perched aquifer, will be provided to offerors to assist in development of proposal.",0,0,1,0,0,4/23/2024 2:19 PM
4732,Modified Central City - North Bypass Channel,BCN,10,EGT-10,3,EGT-10-3,Engineering - Geotechnical,Avoidance,An MFR will be developed to govern processes for surface discharge of water within an MSD.,0,0,1,0,0,4/23/2024 2:19 PM
4732,Modified Central City - North Bypass Channel,BCN,10,EGT-10,4,EGT-10-4,Engineering - Geotechnical,Prevention,A Request for Information will be issued with the 90% submittal to obtain additional industry feedback.,0,0,1,0,0,4/23/2024 2:20 PM
5534,Town of Davy Water Treatment Plant Upgrade,NA,7,PRM-7,1,PRM-7-1,Project Management,Avoidance,Communicate with sponsor to promote understanding of steps required for a PPA Amendment. Encourage in-scope change.,1650,0,0,0,0,7/23/2024 7:08 PM
5534,Town of Davy Water Treatment Plant Upgrade,NA,8,PRM-8,1,PRM-8-1,Project Management,Avoidance,Frequent communication with USACE employees to promote understanding of project's current budget. Possibly reduce Sponsor's reimbursement.,1000,0,0,0,0,7/23/2024 7:09 PM
4162,"Raritan Bay and Sandy Hook Bay, NJ Coastal Storm Risk Management Project",NA,5,PLE-5,1,PLE-5-1,Planning - Economics,Prevention,Carefully delineate the line between the areas covered by each model.,0,0,0,1,0,9/12/2023 1:32 PM
4162,"Raritan Bay and Sandy Hook Bay, NJ Coastal Storm Risk Management Project",NA,5,PLE-5,2,PLE-5-2,Planning - Economics,Prevention,Use lessons learned from previous applications of each model to inform best practices.,0,0,0,1,0,9/12/2023 1:32 PM
4162,"Raritan Bay and Sandy Hook Bay, NJ Coastal Storm Risk Management Project",NA,12,PLN-12,1,PLN-12-1,Planning - Environmental,Transfer/Share,Establish coordination and consultation with the NJ SHPO following NEPA and NHPA guidelines. Tolerate risk and proceed.,0,0,0,1,0,9/12/2023 3:21 PM
4162,"Raritan Bay and Sandy Hook Bay, NJ Coastal Storm Risk Management Project",NA,15,PLN-15,1,PLN-15-1,Planning - Environmental,Transfer/Share,Use the best information and forecasts to determine what closures will be needed in the future with project condition.,0,0,0,1,0,9/12/2023 3:36 PM
4651,Pool 18 Forestry,NA,1,PLC-1,1,PLC-1-1,Planning - Cultural Resources,Avoidance,The team accepts the risk of cultural resources being present in areas that restoration measures are expected to take place but the team will avoid the areas to not disturb resources while still continuing restoration work where needed.,0,0,1,0,0,5/14/2024 7:27 PM
5152,"Chicago Shoreline, IL",NA,1,PLC-1,1,PLC-1-1,Planning - Cultural Resources,Prevention,Maintain frequent communication with SHPO. Obtain expert guidance from Technical Center of Expertise for the Preservation of Historic Buildings and Structures. Work with SHPO to develop a PA to get SHPO clearance during feasibility. Perform historic context research.,10000,0,0,0,0,5/16/2024 8:20 PM
5535,Sec 340 - Marlinton Sewer Pump Station Upgrade Project,NA,2,PRM-2,1,PRM-2-1,Project Management,Prevention,Frequent communication with Sponsor to promote understanding of next steps of the project and requirements to bid construction contract.,0,0,0,0,0,7/23/2024 8:21 PM
4692,Daytona Beach Flood Control (Inland FRM),NA,3,EHH-3,1,EHH-3-1,Engineering - Hydrology and Hydraulics,Prevention,Incorporate results from the SACS effort into the inland H&H model to account for the coastal aspect.,25000,25,1,1,0,5/17/2024 6:19 PM
4692,Daytona Beach Flood Control (Inland FRM),NA,13,EHH-13,1,EHH-13-1,Engineering - Hydrology and Hydraulics,Transfer/Share,"The H&H team is currently developing and calibrating the 2-D HEC-RAS Model. Once the model is calibrated and validated for use, the team will evaluate the sensitivity of the canal depths for resulting water surface elevations. If the water surface elevations are sensitive to canal surveys, a new survey will be performed and then implemented into the HEC-RAS model. ",150000,150,0,0,0,5/17/2024 6:41 PM
4651,Pool 18 Forestry,NA,4,EPE-4,1,EPE-4-1,Construction - Project Engineer,Prevention,"During the MUM and Pre-Construction meetings the PDT should discuss with the KTR the importance of their High Water Action Plan and determining what actions need to be taken to protect completed work, equipment, and reduce construction delays. ",0,0,1,0,0,5/20/2024 2:24 PM
4651,Pool 18 Forestry,NA,4,EPE-4,2,EPE-4-2,Construction - Project Engineer,Transfer/Share,"If a high or low water event is experienced that cannot be worked around by the KTR, the contract duration may need to be modified. ",250000,90,0,0,0,5/20/2024 2:28 PM
4172,Middle Peninsula State Park,NA,21,PLP-21,1,PLP-21-1,Planning - Plan Formulation,Avoidance,"The PDT did not include hard structures, such as flood walls, and other measures that would completely prevent public access.  While shoreline revetment was originally considered as a potential measure in Area 2 (the previously modified shoreline), this measures was screened out early based on discussion with the NFS.",0,0,1,1,0,4/26/2024 12:21 PM
4691,Modified Central City - Programmatic,PGM,3,PGM-3,1,PGM-3-1,Programs Management,Prevention,Utilize every opportunity to secure additional funds through workplan submissions.  Have submitted $20M for FY24 workplan to complete design and $140M for FY25 workplan to construct all of South Bypass Channel Interior.,160000000,0,0,1,0,4/23/2024 12:31 PM
4172,Middle Peninsula State Park,NA,2,OTH-2,1,OTH-2-1,Other,Avoidance,Costs associated with possible relocation of overhead powerline will be added as well as contingency to account for potential clean up if required for septic system.,0,0,1,0,0,5/21/2024 1:16 PM
4691,Modified Central City - Programmatic,PGM,2,PGM-2,1,PGM-2-1,Programs Management,Prevention,Building a story map to aid in industry and public communications.  Have included renderings as an AE deliverable in all contracts to add to the story map.  Will hold public information sessions in FY24.  Holding monthly comm meetings between USACE and sponsor.,0,0,0,0,0,3/1/2024 9:24 PM
4691,Modified Central City - Programmatic,PGM,2,PGM-2,2,PGM-2-2,Programs Management,Transfer/Share,Award North Bypass Channel Interior in FY25.,0,0,0,0,0,4/23/2024 12:23 PM
4691,Modified Central City - Programmatic,PGM,2,PGM-2,3,PGM-2-3,Programs Management,Transfer/Share,Meet with Congressman Veasey's staff to walk through complex construction sequencing and obligation schedule that supports the expressed capability.,0,0,0,1,0,4/23/2024 12:24 PM
4691,Modified Central City - Programmatic,PGM,3,PGM-3,2,PGM-3-2,Programs Management,Prevention,Utilize every opportunity to secure additional funds through workplan submissions.  Have submitted $53.7M in FY26 to construct Gateway/Oxbow Park Ecosystem Restoration and West Fork Maintenance Bridge.,53700000,0,0,1,0,4/23/2024 12:31 PM
4732,Modified Central City - North Bypass Channel,BCN,11,EPE-11,1,EPE-11-1,Construction - Project Engineer,Avoidance,Testing of rock for suitability for rip rap was confirmed by A-E.,0,0,0,1,0,4/23/2024 2:24 PM
4732,Modified Central City - North Bypass Channel,BCN,11,EPE-11,2,EPE-11-2,Construction - Project Engineer,Avoidance,Request for Information 001 was issued to obtain construction industry feedback on rock processing.,0,0,0,1,0,4/23/2024 2:25 PM
2866,Oakland Harbor Turning Basins Widening Study,NA,3,EGT-3,1,EGT-3-1,Engineering - Geotechnical,Prevention,Mitigation with surveys of Inner Harbor conditions to validate assumptions. ,100000,120,1,1,0,5/24/2024 5:49 PM
4732,Modified Central City - North Bypass Channel,BCN,4,EPE-4,1,EPE-4-1,Construction - Project Engineer,Transfer/Share,Will incorporate the construction of a sample wall into the specifications.  Will focus on realistic tolerances to manage expectations and document discussions.,0,0,1,0,0,3/20/2024 12:34 PM
4571,S205 Merizo FRM,NA,1,PLP-1,1,PLP-1-1,Planning - Plan Formulation,Prevention,Continued communication with District and Division leadership on the identification and selection of a comprehensive benefits plan with the majority of benefits coming from the OSE account. One or more pre-TSP IPRs after preliminary HEC-FDA analysis is completed may be necessary.,0,0,0,0,0,4/24/2024 11:46 PM
4952,Modified Central City - South Bypass Channel,BCS,1,PRM-1,1,PRM-1-1,Project Management,Avoidance,"Reference Information Paper 007, which requested OC guidance on the applicability of the USACE 408 policy as it applied to all lands credited under the Modified Central City Project.  OC guidance was coordinated through SWF and SWD OC.  All Real Estate certification letters will clarify that all ""certified"" lands will be subject to 408 permissions. ",0,0,0,1,0,4/23/2024 5:52 PM
4952,Modified Central City - South Bypass Channel,BCS,1,PRM-1,2,PRM-1-2,Project Management,Avoidance,"Issue a letter to TRWD to clarify that 408 permissions apply to all ""certified"" lands that are part of the Central City project.  This includes ""credited"" lands and any public lands that were ""certified"" for the Federal project.",0,0,1,0,0,4/23/2024 5:52 PM
4952,Modified Central City - South Bypass Channel,BCS,4,EPE-4,1,EPE-4-1,Construction - Project Engineer,Transfer/Share,Will incorporate the construction of a sample wall into the specifications.  Will focus on realistic tolerances to manage expectations and document discussions.,0,0,1,0,0,4/23/2024 6:07 PM
4952,Modified Central City - South Bypass Channel,BCS,4,EPE-4,2,EPE-4-2,Construction - Project Engineer,Avoidance,Will explore opportunities to match North Bypass Channel wall for continuity.,0,0,1,0,0,4/23/2024 6:09 PM
4952,Modified Central City - South Bypass Channel,BCS,2,PRM-2,1,PRM-2-1,Project Management,Mitigation,"Letter to be issued by the District Commander to the NFS communicating initial evaluation of betterments such that questions, clarifications, etc. can occur prior to the required determination at the final design level per the PPA.  ",0,0,1,0,0,4/23/2024 5:57 PM
4952,Modified Central City - South Bypass Channel,BCS,2,PRM-2,2,PRM-2-2,Project Management,Avoidance,The CLIN schedule will be developed where all betterments that do not need to be constructed with the channel are construction options.,0,0,1,0,0,4/24/2024 4:50 PM
4952,Modified Central City - South Bypass Channel,BCS,7,PRM-7,1,PRM-7-1,Project Management,Avoidance,South Bypass Channel will be repackaged to develop separate landscaping packages (3 total) to be implemented after bypass channel construction.,0,0,1,0,0,4/23/2024 6:20 PM
4074,Sabine to Galveston (S2G) - Orange ? PED,NA,28,PLN-28,1,PLN-28-1,Planning - Environmental,Prevention,Completing more thorough analyses to reduce the risk of requiring a second draft release.,0,0,0,1,0,4/26/2024 3:39 PM
4732,Modified Central City - North Bypass Channel,BCN,5,PRM-5,1,PRM-5-1,Project Management,Avoidance,"To maintain segregation of each DOR plans and technical specs, three volumes will be a part of the solicitation.",0,0,0,1,0,3/20/2024 12:39 PM
4732,Modified Central City - North Bypass Channel,BCN,5,PRM-5,2,PRM-5-2,Project Management,Avoidance,"A memorandum will be developed between USACE, TRWD, and the City of Fort Worth documenting how construction RFIs, submittal reviews, and modifications will be managed and communicated to ensure DOR support, through USACE, will be available during the entire construction period.",0,0,1,0,0,3/20/2024 12:41 PM
4732,Modified Central City - North Bypass Channel,BCN,5,PRM-5,3,PRM-5-3,Project Management,Avoidance,"In parallel to the 90% submittal, USACE will facilitate a meeting to review the submittal register to identify what submittals will be reviewed by each DOR.",0,0,1,0,0,5/29/2024 1:49 PM
4732,Modified Central City - North Bypass Channel,BCN,23,PLN-23,3,PLN-23-3,Planning - Environmental,Avoidance,Track status of  HTRW cleanup in monthly PDT meetings.,0,0,1,0,0,4/23/2024 3:22 PM
4732,Modified Central City - North Bypass Channel,BCN,23,PLN-23,4,PLN-23-4,Planning - Environmental,Avoidance,Include topic in June 2023 leadership alignment meeting.,0,0,1,0,0,5/31/2024 1:11 PM
4732,Modified Central City - North Bypass Channel,BCN,16,RLE-16,1,RLE-16-1,Real Estate,Avoidance,Issue AE contract modification to repackage base contract where Partial Tie-In A is an option.   This buys TRWD time to facilitate relocations and facility demolition.,0,0,0,1,0,4/23/2024 2:46 PM
4732,Modified Central City - North Bypass Channel,BCN,16,RLE-16,2,RLE-16-2,Real Estate,Prevention,Prepare to conduct risk assessment to award the construction option provided TRWD has relocated their emergency operations and awarded their building demolition contract.,0,0,1,0,0,4/23/2024 2:47 PM
4732,Modified Central City - North Bypass Channel,BCN,16,RLE-16,3,RLE-16-3,Real Estate,Prevention,"Prior to 90% design submittal, evaluate option exercise period.",0,0,1,0,0,4/23/2024 2:48 PM
4953,Modified Central City - Isolation Gates & Pump Station,GATES,3,EHH-3,1,EHH-3-1,Engineering - Hydrology and Hydraulics,Avoidance,Track who owns latest project model like a library book.,0,0,1,0,0,5/31/2024 5:21 PM
4953,Modified Central City - Isolation Gates & Pump Station,GATES,4,EPE-4,1,EPE-4-1,Construction - Project Engineer,Mitigation,"Continue discussions with NFS to posture a ""rapid response"" contract tool that will research and verify if a utility has been abandoned.",0,0,1,0,0,4/23/2024 7:20 PM
4953,Modified Central City - Isolation Gates & Pump Station,GATES,12,OPS-12,1,OPS-12-1,Operations,Avoidance,Have asked for TRWD to develop a policy that identifies critical components.,0,0,1,0,0,5/31/2024 5:35 PM
4953,Modified Central City - Isolation Gates & Pump Station,GATES,14,PRM-14,1,PRM-14-1,Project Management,Avoidance,Schedule must include procurement activities and necessary BCOES reviews prior to each P&S approved milestone.,0,0,1,0,0,5/31/2024 5:38 PM
4953,Modified Central City - Isolation Gates & Pump Station,GATES,18,PRM-18,1,PRM-18-1,Project Management,Avoidance,"Identified ideal materials during charrette.  Determined during the charrette that the design would not go in front of a 3rd party review board.  Will review design to determine if any ""variances"" are required.",0,0,0,1,0,4/23/2024 7:49 PM
4953,Modified Central City - Isolation Gates & Pump Station,GATES,21,PRM-21,1,PRM-21-1,Project Management,Avoidance,Conduct market research to determine the recommended acquisition strategy for the lift gates.,0,0,1,0,0,4/23/2024 7:54 PM
4953,Modified Central City - Isolation Gates & Pump Station,GATES,22,PRM-22,1,PRM-22-1,Project Management,Avoidance,15% design includes NO betterments.  Identify desired betterments prior to the development of the scope of the next phase of design.,0,0,1,0,0,4/23/2024 7:56 PM
4953,Modified Central City - Isolation Gates & Pump Station,GATES,24,EGT-24,1,EGT-24-1,Engineering - Geotechnical,Transfer/Share,Current AE scope of work includes the development of a 2-D HEC-RAS model.  Will evaluate results once model is received.,0,0,1,0,0,5/31/2024 6:06 PM
4953,Modified Central City - Isolation Gates & Pump Station,GATES,26,PLN-26,1,PLN-26-1,Planning - Environmental,Transfer/Share,Monitor endangered species list and identify what survey requirements would be required prior to construction.,0,0,1,0,0,5/31/2024 6:10 PM
4732,Modified Central City - North Bypass Channel,BCN,8,PRM-8,1,PRM-8-1,Project Management,Avoidance,North Bypass Channel will be repackaged to develop separate landscaping packages (3 total) to be implemented after bypass channel construction.,0,0,0,1,0,4/23/2024 2:00 PM
4732,Modified Central City - North Bypass Channel,BCN,8,PRM-8,2,PRM-8-2,Project Management,NA,Evaluate if a landscaping SATOC would benefit the project and implementation of the landscaping.  Procurement activities would be an increased labor burden but are anticipated to decrease construction contract administration due to inhanced contractor qualifications.,0,0,1,0,0,4/23/2024 2:01 PM
4732,Modified Central City - North Bypass Channel,BCN,8,EHH-8,3,EHH-8-3,Engineering - Hydrology and Hydraulics,Avoidance,USACE and TRWD to discuss specification and warranty requirements of base requirements to align expectations.,0,0,1,0,0,5/29/2024 9:02 PM
4732,Modified Central City - North Bypass Channel,BCN,8,EHH-8,4,EHH-8-4,Engineering - Hydrology and Hydraulics,NA,Evaluate how much the landscaping design should progress at this phase versus future phases as work will likely be repackaged in the future.,0,0,1,0,0,5/29/2024 9:03 PM
4732,Modified Central City - North Bypass Channel,BCN,27,PLN-27,1,PLN-27-1,Planning - Environmental,Avoidance,RPEC Environmental reviewed the 60% and did not identify any NEPA concerns.,0,0,0,1,0,4/23/2024 3:34 PM
4732,Modified Central City - North Bypass Channel,BCN,27,PLN-27,2,PLN-27-2,Planning - Environmental,Avoidance,RPEC environmental will review the 90% submittal to confirm no concerns.,0,0,1,0,0,4/23/2024 3:34 PM
4954,Modified Central City - Ham Branch Aquatic Habitat Mitigation,HAM-M,14,EPE-14,1,EPE-14-1,Construction - Project Engineer,Avoidance,Rigourous market research conducted to determine contractor capability for monitoring and adaptive management.,0,0,0,1,0,4/24/2024 12:22 PM
4954,Modified Central City - Ham Branch Aquatic Habitat Mitigation,HAM-M,14,EPE-14,2,EPE-14-2,Construction - Project Engineer,Avoidance,Conduct quarterly performance evaluations of the constructon contractor and identify areas of improvement.,0,0,1,0,0,5/22/2024 2:30 PM
4691,Modified Central City - Programmatic,PGM,14,EPE-14,1,EPE-14-1,Construction - Project Engineer,Avoidance,Develop a memorandum for record that clearly identifies conditions for turnover and expectations.,0,0,1,0,0,4/23/2024 1:55 PM
4732,Modified Central City - North Bypass Channel,BCN,29,PRM-29,1,PRM-29-1,Project Management,Avoidance,Include questions during next industry engagement to identify any issues with performing all rock processing and hauling excess material to stockpile.,0,0,1,0,0,5/31/2024 6:52 PM
3572,City of Boston Coastal Storm Risk,NA,38,PLE-38,1,PLE-38-1,Planning - Economics,Prevention,Check G2CRM result: Are damages to residential structures with basements likely to drive plan selection? What percentage of total FWOP damages are attributable to these structures? Do these damages to these structures make sense? Increase sampling of residential structures if needed (cost would be incurred). Modify damage functions if needed (cost would be incurred). Whether or not this response is recommended will be determined by initial modeling results.,10000,20,0,0,0,5/31/2024 7:43 PM
3771,Atka Navigation Improvements,NA,3,PLE-3,1,PLE-3-1,Planning - Economics,Transfer/Share,Continue to meet with Atka working group; Atka white paper to be prepared by NFS. ,0,0,0,0,0,6/6/2024 3:45 PM
4692,Daytona Beach Flood Control (Inland FRM),NA,23,EGT-23,1,EGT-23-1,Engineering - Geotechnical,Prevention,"Leverage all existing data, conduct research on similar projects and sites, maintain communication with NFS, and lean on professional experience to ensure quality assumptions and buy down of risk. ",0,0,1,0,0,6/7/2024 3:49 PM
4351,"Little Wood River, Gooding, Idaho",NA,7,PLP-7,1,PLP-7-1,Planning - Plan Formulation,Prevention,"Work with the city to provide some type of outreach or information meeting to help stakeholders understand exactly what to expect during the construction period and show them how things will look when complete, perhaps assuaging their concerns and fears.",1000,0,1,0,0,6/11/2024
5412,Section 340 - Bolair Sewer Extension,NA,1,PRM-1,1,PRM-1-1,Project Management,Avoidance,Frequent communication with Sponsor to promote understanding of next steps of the project,500,22,0,0,0,7/3/2024 6:51 PM
5392,Kanawha River Basin Feasibility,NA,1,PLN-1,1,PLN-1-1,Planning - Environmental,Prevention,Investigate and analyze the risk to mitigate for any potential measure that affects this risk.,25000,30,0,0,0,7/6/2024 6:54 PM
5172,Honolulu Deep Draft Harbor Modifications Feasibility Study,NA,2,PLP-2,1,PLP-2-1,Planning - Plan Formulation,Prevention,"Engage the POH Environmental Justice Coordinator on stakeholder engagement efforts
",0,0,1,0,0,7/11/2024 9:17 PM
5172,Honolulu Deep Draft Harbor Modifications Feasibility Study,NA,2,PLP-2,2,PLP-2-2,Planning - Plan Formulation,Prevention,"Provide outreach and documentation materials in multiple languages
",5000,15,1,0,0,7/11/2024 9:18 PM
5172,Honolulu Deep Draft Harbor Modifications Feasibility Study,NA,2,PLP-2,3,PLP-2-3,Planning - Plan Formulation,Prevention,Include translators at public meetings,10000,0,1,0,0,7/11/2024 9:20 PM
5532,Danville Wastewater Treatment Plant Improvement Project,NA,3,PRM-3,1,PRM-3-1,Project Management,Transfer/Share,Frequent communication with sponsor to understand Sponsor's time to begin design or construction work.,500,22,0,0,0,7/22/2024 1:49 PM
5152,"Chicago Shoreline, IL",NA,9,ECV-9,1,ECV-9-1,Engineering - Civil,Prevention,Identify and obtain best available data early on. Identify data gaps and develop plan to obtain. Obtained and evaluated detailed LIDAR data which appears sufficient for planning level of detail. Will continue to monitor during plan development.,0,100,0,0,0,7/22/2024 8:45 PM
5152,"Chicago Shoreline, IL",NA,6,ECV-6,1,ECV-6-1,Engineering - Civil,Prevention,Precoordinate investigation date with LRB Dive Team. Monitor conditions for investigation window,0,0,0,0,0,7/22/2024 8:32 PM
5152,"Chicago Shoreline, IL",NA,2,PLE-2,1,PLE-2-1,Planning - Economics,Prevention,"Coordinate with LRD planning, Coastal PCX and NAD / SAD economic analysis and coastal engineering staff to develop and implement plan of attack. FEPS model developed by Baird and Associates selected as the most appropriate model. Developed scope of work. Currently negotiating contract price. Will require one time model approval.",200000,90,0,0,0,5/16/2024 8:31 PM
5535,Sec 340 - Marlinton Sewer Pump Station Upgrade Project,NA,3,PRM-3,1,PRM-3-1,Project Management,Transfer/Share,Frequent communication with sponsor to understand Sponsor's time to begin design or construction work.,0,0,0,0,0,7/23/2024 8:23 PM
5552,Sec 340 - Richwood WWTP Replacement Project,NA,3,PRM-3,1,PRM-3-1,Project Management,Transfer/Share,Frequent communication with sponsor to understand Sponsor's time to begin design or construction work.,0,0,0,0,0,7/24/2024 8:36 PM
5552,Sec 340 - Richwood WWTP Replacement Project,NA,6,PRM-6,1,PRM-6-1,Project Management,Transfer/Share,Frequent communication with Sponsor to promote understanding of extended timeline required for claiming LERRDs crediting.,0,0,0,0,0,7/24/2024 8:58 PM
5552,Sec 340 - Richwood WWTP Replacement Project,NA,7,PRM-7,1,PRM-7-1,Project Management,Avoidance,Communicate with sponsor to promote understanding of steps required for a PPA Amendment. Encourage in-scope change.,0,0,0,0,0,7/24/2024 8:59 PM
5552,Sec 340 - Richwood WWTP Replacement Project,NA,8,PRM-8,1,PRM-8-1,Project Management,Prevention,Frequent communication with USACE employees to promote understanding of project's current budget.  Possibly reduce Sponsor's reimbursement.,0,0,0,0,0,7/24/2024 9:01 PM
3831,Imperial Streams and Salton Sea Ecosystem Restoration,NA,11,EGT-11,1,EGT-11-1,Engineering - Geotechnical,Accept,Reevaluation of project feasibility prior to next milestone.,200000,120,0,0,0,7/24/2024 3:51 PM
4692,Daytona Beach Flood Control (Inland FRM),NA,14,EHH-14,1,EHH-14-1,Engineering - Hydrology and Hydraulics,Transfer/Share,"If risk event occurs, further development of the existing SWMM model and it's incorporation into HEC-RAS V 6.6 will occur. Likely will need HEC's assistance, which has been budgeted for in the ""constrained budget"" ($40K). ",40000,60,0,0,0,7/25/2024 9:14 PM
4278,RIO SALADO OESTE ECOSYSTEM RESTORATION PROJECT,NA,3,EHH-3,1,EHH-3-1,Engineering - Hydrology and Hydraulics,Prevention,Coordinate with sponsor and local agencies to ensure reliable water budget,0,0,1,1,0,11/29/2023 7:50 PM
4511,"Liverpool Flowing Side Channel, Navigation Ecosystem Sustainability Program",NA,7,EHH-7,1,EHH-7-1,Engineering - Hydrology and Hydraulics,Prevention,Conduct a literature review to estimate the sedimentation rates.,5000,10,0,0,0,5/31/2024 6:22 PM
4511,"Liverpool Flowing Side Channel, Navigation Ecosystem Sustainability Program",NA,15,EHH-15,1,EHH-15-1,Engineering - Hydrology and Hydraulics,Prevention,Maintenance dredging may be required to ensure the design life of the project.,1500000,0,0,0,0,7/30/2024 7:06 PM
4278,RIO SALADO OESTE ECOSYSTEM RESTORATION PROJECT,NA,5,PLN-5,1,PLN-5-1,Planning - Environmental,Transfer/Share,Maximize use of drought resilient vegetation.,0,0,1,0,0,11/29/2023 7:53 PM
4278,RIO SALADO OESTE ECOSYSTEM RESTORATION PROJECT,NA,5,PLN-5,2,PLN-5-2,Planning - Environmental,Transfer/Share,Ensure features are resilient to infrequent high-water events,0,0,1,0,0,11/29/2023 7:53 PM
5532,Danville Wastewater Treatment Plant Improvement Project,NA,4,PLN-4,1,PLN-4-1,Planning - Environmental,Prevention,Early coordination with Sponsor to request necessary information for the US FWS review.,0,22,0,0,0,7/22/2024 1:51 PM
4278,RIO SALADO OESTE ECOSYSTEM RESTORATION PROJECT,NA,8,EHH-8,1,EHH-8-1,Engineering - Hydrology and Hydraulics,Prevention,Evaluate the existing hydrology dataset and data from recent years to determine if there have been significant changes observed during this period that would indicate that it is not reasonable to proceed with the existing dataset. ,0,0,1,1,0,8/6/2024 8:29 PM
4278,RIO SALADO OESTE ECOSYSTEM RESTORATION PROJECT,NA,8,EHH-8,2,EHH-8-2,Engineering - Hydrology and Hydraulics,Prevention,"The project is located downstream of a series of dams, which reduces risk of induced flooding. Some of the dams are in the process of re-evaluating their Water Control Manuals to determine if it's possible to hold more water. ",0,0,1,0,0,8/6/2024 8:31 PM
5720,City of Atlanta Water Line Condition Assessment,NA,1,PRM-1,1,PRM-1-1,Project Management,Prevention,"Develop PWS in a way that has options for different types of survey, giving the sponsor or other programs potential ways to pay for supplemental survey on the existing contract vehicle.",0,0,1,1,0,8/15/2024 3:36 PM
4992,Sabine Pass to Galveston Bay - Orange PACR,492048.2.21.2,9,PLN-9,1,PLN-9-1,Planning - Environmental,Prevention,"Mitigate the risk through coordination with TPWD, possibly resulting in modification of the alignment and/or design of levees. ",0,0,1,1,0,4/26/2024 9:54 PM
4992,Sabine Pass to Galveston Bay - Orange PACR,492048.2.21.2,11,PLC-11,1,PLC-11-1,Planning - Cultural Resources,Prevention,Phase I & Phase II cultural resource investigations are being undertaken to assess areas of suspected and/or known cultural resources. Alignment can then be shifted to avoid and minimize those impacts where possible. A shift in alignment may require rework from several disciplines.,50000,36,1,0,0,4/26/2024 10:06 PM
