PROJECT_ID,PROJECT_NAME,P2_NUMBER,P2_SUB_IDENTIFIER,P2_PROGRAM_CODE,CAP,USACE_ORGANIZATION,DISTRICT_CODE,PROGRAMTYPEID,PROGRAMTYPENAME,PROGRAMTYPECODE,PRIMARYMISSIONID,PRIMARYMISSION,STUDYTYPEID,STUDYTYPENAME,PROJECT_LATITUDE,PROJECT_LONGITUDE,LIFECYCLEPHASEID,LIFECYCLEPHASENAME,LIFECYCLEPHASEBUDGET,LIFECYCLESTARTDATE,LIFECYCLEENDDATE,EDITDATE,ORG_ORDER,PROG_TYPE_ORDER,PRIM_MISSION_ORDER
4591,Lower Santa Cruz River CAP 205,493382,NA,NA,yes,Los Angeles District(SPL),SPL,1,Civil Works,cw,1,Inland Flood Risk Management,2,CAP Decision Document,32.752,-111.554,1,CAP Feasibility,2200000,2024-04-01T05:00:00Z,2026-04-01T05:00:00Z,1/10/2024,33,1,1
4611,"Mill Creek, OH. Flood Protection Project",112758,NA,112758,no,Louisville District(LRL),LRL,1,Civil Works,cw,1,Inland Flood Risk Management,NA,NA,39.12442,-84.54312,6,Construction,3300000,1999-01-01T05:00:00Z,2026-01-01T05:00:00Z,1/16/2024,5,1,1
4631,TEST JAN28,111000,NA,NA,no,Baltimore District(NAB),NAB,1,Civil Works,cw,6,Aquatic Ecosystem Restoration,1,General Investigations Feasibility,38.82259,-76.37695,7,Operations and Maintenance,14000,NA,NA,1/29/2024,14,1,6
4651,Pool 18 Forestry,491458,NA,NA,no,Rock Island District(MVR),MVR,1,Civil Works,cw,6,Aquatic Ecosystem Restoration,10,Other,41.09824,-90.96078,4,Planning,2000000,2023-11-30T05:00:00Z,2026-11-30T05:00:00Z,2/6/2024,12,1,6
4675,City of Emporia CAP 205 Flood Risk Management,491146,NA,NA,yes,Norfolk District(NAO),NAO,1,Civil Works,cw,1,Inland Flood Risk Management,2,CAP Decision Document,36.68983,-77.5412,1,CAP Feasibility,100000,2024-03-31T05:00:00Z,2025-09-30T05:00:00Z,2/8/2024,17,1,1
4676,Key Biscayne Coastal Storm Risk Management Feasibility Study,506142,NA,NA,no,Jacksonville District(SAJ),SAJ,1,Civil Works,cw,4,Coastal Storm Risk Management,1,General Investigations Feasibility,25.68999,-80.16367,4,Planning,3000000,2023-11-01T05:00:00Z,2026-10-30T05:00:00Z,2/8/2024,27,1,4
4678,Test A Project 2,000000,Sub ID Test Text,000000,no,Alaska District(POA),POA,1,Civil Works,cw,6,Aquatic Ecosystem Restoration,NA,NA,40.98385,-109.46153,6,Construction,15000000,2030-02-14T05:00:00Z,2033-02-01T05:00:00Z,2/13/2024,24,1,6
4680,Mordecai Island CAP 1135 D&I,109377,NA,NA,yes,Philadelphia District(NAP),NAP,1,Civil Works,cw,6,Aquatic Ecosystem Restoration,2,CAP Decision Document,39.55743,-74.25228,2,CAP Design and Construction,796100,2024-02-05T05:00:00Z,2030-07-31T05:00:00Z,2/9/2024,18,1,6
4682,Arkabutla DSMS,496394,NA,NA,no,Vicksburg District(MVK),MVK,1,Civil Works,cw,1,Inland Flood Risk Management,10,Other,34.759214,-90.123745,4,Planning,3000000,2023-06-27T05:00:00Z,2025-04-08T05:00:00Z,2/13/2024,8,1,1
4683,Christiansted Harbor Navigation Improvements,501274,NA,NA,no,Jacksonville District(SAJ),SAJ,1,Civil Works,cw,2,Deep Draft Navigation,1,General Investigations Feasibility,17.74681,-64.69969,4,Planning,3000000,2023-10-31T05:00:00Z,2026-10-31T05:00:00Z,2/13/2024,27,1,2
4684,Lakewood Park EI - Culvert 1 Replacement,497096,NA,NA,no,Savannah District(SAS),SAS,1,Civil Works,cw,117,Other,10,Other,33.70051,-84.39107299999999,5,Pre-Construction Engineering and Design (PED),3000000,2024-01-19T05:00:00Z,2025-12-31T05:00:00Z,2/14/2024,29,1,117
4691,Modified Central City - Programmatic,100573,PGM,NA,no,Ft. Worth District(SWF),SWF,1,Civil Works,cw,1,Inland Flood Risk Management,10,Other,32.76126,-97.33213,6,Construction,1137430000,2008-09-05T05:00:00Z,2033-02-11T05:00:00Z,5/31/2024,35,1,1
4692,Daytona Beach Flood Control (Inland FRM),463767,NA,NA,no,Jacksonville District(SAJ),SAJ,1,Civil Works,cw,1,Inland Flood Risk Management,1,General Investigations Feasibility,29.19425,-81.023703,4,Planning,3000000,2024-01-22T05:00:00Z,2027-01-22T05:00:00Z,2/20/2024,27,1,1
4711,Patoka Lake WCM Update,498091,NA,498091,no,Louisville District(LRL),LRL,1,Civil Works,cw,1,Inland Flood Risk Management,10,Other,38.43602,-86.7052,4,Planning,250000,2023-01-01T05:00:00Z,2025-01-31T05:00:00Z,2/26/2024,5,1,1
4731,Columbia River Turning Basins,583335,NA,NA,no,Portland District(NWP),NWP,1,Civil Works,cw,2,Deep Draft Navigation,1,General Investigations Feasibility,46.05951,-122.87962,4,Planning,2200000,2022-09-01T05:00:00Z,2025-09-01T05:00:00Z,2/29/2024,21,1,2
4732,Modified Central City - North Bypass Channel,100573,BCN,NA,no,Ft. Worth District(SWF),SWF,1,Civil Works,cw,1,Inland Flood Risk Management,NA,NA,32.76126,-97.33213,6,Construction,1137430000,2008-09-05T05:00:00Z,2033-02-11T05:00:00Z,5/31/2024,35,1,1
4751,Cedar Bayou Navigation Improvement Project,114375,NA,NA,no,Galveston District(SWG),SWG,1,Civil Works,cw,16,Inland Navigation,NA,NA,29.690949999999997,-94.92062,6,Construction,55736199,2021-09-05T05:00:00Z,2025-01-21T05:00:00Z,3/5/2024,36,1,16
4771,Town of Martin,112472,112472,NA,no,Huntington District(LRH),LRH,1,Civil Works,cw,1,Inland Flood Risk Management,NA,NA,37.5673,-82.7557,6,Construction,80000000,2020-10-23T05:00:00Z,2024-04-30T05:00:00Z,3/18/2024,4,1,1
4772,Dickenson Co 202,112491,NA,NA,no,Huntington District(LRH),LRH,1,Civil Works,cw,117,Other,1,General Investigations Feasibility,37.131015999999995,-82.344962,5,Pre-Construction Engineering and Design (PED),103843000,2003-03-03T05:00:00Z,2028-09-29T05:00:00Z,3/19/2024,4,1,117
4773,Waitsburg 205 Flood Risk Management,445802,NA,NA,yes,Walla Walla District(NWW),NWW,1,Civil Works,cw,1,Inland Flood Risk Management,2,CAP Decision Document,46.28955,-118.34335,1,CAP Feasibility,635000,2017-12-14T05:00:00Z,2024-12-31T05:00:00Z,3/19/2024,23,1,1
4792,FY24 Army Reserve Heavy Metal Mitigation,511803,NA,511803,no,Louisville District(LRL),LRL,5,Environmental,env,122,Environmental (ENV),NA,NA,38.71338,-77.14817,22,Solicitation,60000,2024-03-25T05:00:00Z,2024-04-29T05:00:00Z,3/20/2024,5,5,122
4812,FY24 ARIMD Disposal Lead Dust Abatement Contract,517885,NA,517885,no,Louisville District(LRL),LRL,5,Environmental,env,122,Environmental (ENV),NA,NA,38.71297,-77.14958,22,Solicitation,30000,2024-04-05T05:00:00Z,2024-05-03T05:00:00Z,3/27/2024,5,5,122
4853,"West River, Weston, VT PL84-99 Emergency Repairs",516066,NA,NA,no,New England District(NAE),NAE,1,Civil Works,cw,1,Inland Flood Risk Management,10,Other,43.29132,-72.79455999999999,5,Pre-Construction Engineering and Design (PED),120000,2024-02-27T05:00:00Z,2024-04-29T05:00:00Z,3/29/2024,15,1,1
4854,Magnolia Levee Dam Safety Modification,513893,NA,NA,no,Huntington District(LRH),LRH,1,Civil Works,cw,1,Inland Flood Risk Management,NA,NA,40.651509999999995,-81.29843,5,Pre-Construction Engineering and Design (PED),1140963,2022-11-14T05:00:00Z,2025-03-07T05:00:00Z,3/29/2024,4,1,1
4855,Charleston Tidal and Inland Related Flood Risk Management Study,496373,NA,NA,no,Charleston District(SAC),SAC,1,Civil Works,cw,4,Coastal Storm Risk Management,5,Validation,32.73739,-79.91056999999999,4,Planning,10000,2022-06-01T05:00:00Z,2022-10-01T05:00:00Z,8/1/2024,26,1,4
4892,Acquisition Management Complex-V,519675,NA,NA,no,Louisville District(LRL),LRL,2,Military Program,mp,118,Major Construction,NA,NA,39.8233,-84.04713,9,Design,20000000,2024-10-07T05:00:00Z,2026-02-02T05:00:00Z,4/10/2024,5,2,118
4912,Dallas Floodway Extension,476460,NA,NA,no,Ft. Worth District(SWF),SWF,1,Civil Works,cw,1,Inland Flood Risk Management,4,General Re-evaluation,32.67637,-96.63574,5,Pre-Construction Engineering and Design (PED),15000000,2021-09-29T05:00:00Z,2028-06-22T05:00:00Z,4/17/2024,35,1,1
4913,John Day Mitigation Validation Report,515590,NA,NA,no,Portland District(NWP),NWP,1,Civil Works,cw,117,Other,9,Limited Re-evaluation,45.6443,-121.57,4,Planning,3000000,2022-10-07T05:00:00Z,2027-04-15T05:00:00Z,4/17/2024,21,1,117
4914,"Bridgeport Harbor and Blackrock Harbor, CT (DMMP/EA)",107600,NA,NA,no,New England District(NAE),NAE,1,Civil Works,cw,2,Deep Draft Navigation,10,Other,41.16102,-73.17719,4,Planning,1243880,2024-04-01T05:00:00Z,2025-04-01T05:00:00Z,4/17/2024,15,1,2
4952,Modified Central City - South Bypass Channel,100573,BCS,NA,no,Ft. Worth District(SWF),SWF,1,Civil Works,cw,1,Inland Flood Risk Management,NA,NA,32.76126,-97.3322,6,Construction,1137430000,2008-09-05T05:00:00Z,2032-02-11T05:00:00Z,5/31/2024,35,1,1
4953,Modified Central City - Isolation Gates & Pump Station,100573,GATES,NA,no,Ft. Worth District(SWF),SWF,1,Civil Works,cw,1,Inland Flood Risk Management,NA,NA,32.76126,-97.33213,6,Construction,1137430000,2008-09-05T05:00:00Z,2033-02-11T05:00:00Z,5/31/2024,35,1,1
4954,Modified Central City - Ham Branch Aquatic Habitat Mitigation,100573,HAM-M,NA,no,Ft. Worth District(SWF),SWF,1,Civil Works,cw,1,Inland Flood Risk Management,NA,NA,32.76126,-97.33213,6,Construction,1137430000,2008-09-05T05:00:00Z,2033-02-11T05:00:00Z,5/31/2024,35,1,1
4972,Modified Central City - Rockwood Park/University Drive Valley Storage,100573,RW / UD,NA,no,Ft. Worth District(SWF),SWF,1,Civil Works,cw,1,Inland Flood Risk Management,NA,NA,32.76126,-97.33213,6,Construction,1137430000,2005-09-05T05:00:00Z,2033-02-11T05:00:00Z,5/31/2024,35,1,1
4992,Sabine Pass to Galveston Bay - Orange PACR,492048,492048.2.21.2,NA,no,Galveston District(SWG),SWG,1,Civil Works,cw,4,Coastal Storm Risk Management,5,Validation,30.08959,-93.74496,5,Pre-Construction Engineering and Design (PED),490074000,2018-10-10T05:00:00Z,2027-05-17T05:00:00Z,4/26/2024,36,1,4
5012,Pequest River CAP 206,480839,NA,480839,yes,Philadelphia District(NAP),NAP,1,Civil Works,cw,6,Aquatic Ecosystem Restoration,2,CAP Decision Document,40.955397,-74.809375,1,CAP Feasibility,2000000,2024-08-01T05:00:00Z,2027-08-02T05:00:00Z,4/29/2024,18,1,6
5033,Tenakill Brook Section 205 Feasibility Study,501937,501937,501937,yes,New York District(NAN),NAN,1,Civil Works,cw,1,Inland Flood Risk Management,2,CAP Decision Document,40.949963,-73.96436,1,CAP Feasibility,2000000,2023-07-10T05:00:00Z,2025-08-31T05:00:00Z,4/30/2024,16,1,1
5052,IRI North Jetty Repair,462145,NA,NA,no,Philadelphia District(NAP),NAP,1,Civil Works,cw,16,Inland Navigation,10,Other,38.60896,-75.06137,5,Pre-Construction Engineering and Design (PED),750000,2024-05-01T05:00:00Z,2025-05-01T05:00:00Z,5/1/2024,18,1,16
5132,Christina River DMMP,470787,NA,NA,no,Philadelphia District(NAP),NAP,1,Civil Works,cw,2,Deep Draft Navigation,1,General Investigations Feasibility,39.719069999999995,-75.52208,4,Planning,12000,2024-05-07T05:00:00Z,2025-01-24T05:00:00Z,5/14/2024,18,1,2
